mtime,BL,BM,BQ,BU,CO,DS,DW,EP,F,FQ,FT,GP,HI,HL,HP,HY,IO,IP,J,JO,K,KL,LU,NO,NQ,NR,NS,OQ,OY,PQ,QT,QU,RS,SZ,XY
2021-11-02T23:15,4152754,3372782,5533672,2941362,4488356,3445462,2694593,3505869,2314071,4069295,2545931,4641051,2915532,2618507,4231676,3843584,2950736,5523274,3894732,3527026,3704499,2724444,2848255,4723603,3992514,4093752,4110698,2989854,4212865,2409738,4464283,4108515,3235003,2734947,3945924
2021-11-02T23:20,3574192,3907463,3820611,3082746,3563463,3336640,2213443,4252228,4392386,3580699,4746539,3429996,3538421,4301073,3384403,2461478,3436608,4723951,5021557,3223622,4656458,2741499,2739524,3722544,3929496,5468042,3596115,3716531,4317389,4405516,3621947,3027327,3514524,3791303,4670040
2021-11-02T23:25,3833914,5536597,4240298,2264402,3270265,1946171,3957322,3587912,3587150,2624766,5671047,2747855,2688594,3534543,2851071,3822114,3219463,2808064,3913363,4278253,3962815,3326790,3884455,5120827,2702699,3893339,3743538,4777608,4592045,2056220,2978525,3063820,2699494,3379412,3610082
2021-11-02T23:30,3631630,4255175,3243489,3347158,3791456,2074618,2322656,4144057,3151972,3438399,2944256,3603580,4533791,3257300,2968257,4017426,3801823,4128282,3011348,4234770,3872820,2955843,2892643,4865777,4522263,4698345,3955116,4730938,2662767,3164419,3570021,2378056,3343868,3414435,6413453
2021-11-02T23:35,3897989,3548950,4878133,3264870,4315043,2377281,2879960,3264812,3251018,3219709,3801153,4003691,2570370,2671543,4821060,3430117,3152585,2983569,3222301,2433008,3739033,2007655,4137766,4618536,2957353,5287252,4469090,3879396,3528041,3841523,4530865,3589206,3774904,2406275,3471718
2021-11-02T23:40,3417923,4015559,5379532,3167045,2992041,3394964,2979554,3126583,2937574,3092331,4574050,3146188,2173754,3728184,2885081,3270724,3125929,3187189,3882643,3023474,3514430,4791551,3358692,4640169,3714980,3730972,2669293,2811694,2476623,3590901,3454894,1715511,2192987,5052028,5830002
2021-11-02T23:45,4354249,3105711,4836324,1930213,4517942,2998700,3931576,3088452,3306824,3009608,3819074,2856156,2522683,3738695,2773067,3008636,2539573,1993676,5239042,2936568,2698507,3458121,2757640,3328159,3971369,4540843,3870529,4241435,3521944,4239092,3914659,3210531,3347273,4819558,4015634
2021-11-02T23:50,3280089,3594028,3600442,3983826,3662896,3222362,2480464,3187323,2843389,4023069,4268837,1998186,3313984,3534820,3562537,2693462,2277830,4842664,7298584,3429535,4477222,4260850,2518555,3831293,2589513,3706620,2896924,4861648,3581374,3500559,5203786,4159268,2895035,4653565,3986290
2021-11-02T23:55,3687474,4380189,4823558,2162038,2458430,3770339,3477438,4310553,3366165,2739426,3661044,3384186,2807197,3664877,4320543,2827862,3874355,4348093,4031880,2925951,4419639,2154233,4233269,3590891,3248772,3382680,4165474,4724368,4196683,3327458,3204523,4407767,2477287,4508553,3783689
2021-11-03T00:00,3407837,3984177,3199770,2514850,3575523,3217000,2776526,3259410,3593047,3490980,4870044,3525352,4486662,3389994,2199206,2562985,2769718,3594002,4099487,5568463,3504497,2925159,3651838,3784601,3102452,3926900,2664260,5178825,3569656,3526356,2242306,3974593,4864170,3794207,4581961
2021-11-03T00:05,4511601,3979904,4124620,3084483,3719272,3186054,3263192,3873842,1714691,4180846,3790687,3238933,3719918,2870285,2952366,1671926,2942864,3526042,5143440,2311925,3978754,3651754,4040385,4252217,3894651,4367482,3224224,4032403,3610854,3893304,5111902,2217325,2362322,3569210,5483085
2021-11-03T00:10,4698850,4605485,4888453,3119817,3536970,2575364,3028627,4164804,2792226,2958146,3516942,3922473,4882375,2396152,1855159,3586659,3727579,3629716,4386456,2963853,3864795,3518775,5144936,2838297,3925528,3589170,3156306,4949314,4161875,3612255,4242747,4490499,2338235,3112898,5018868
2021-11-03T00:15,4459235,3824626,3947216,1643371,3199771,2048947,4150637,2907043,1839707,3315693,1681659,2697295,3586718,4119518,3618866,2147188,3863847,3207008,5020640,3726606,3302662,3441447,3923711,3810227,2967752,4591610,2595267,3937720,4089938,3908879,2575730,3986384,2589222,3405380,4646071
2021-11-03T00:20,4847624,3509983,3677544,3528803,4025884,3449253,3402335,4421423,3054294,3469166,2637732,3340323,3591710,4635825,2712919,3498365,3030134,5049483,3810302,3121132,4721130,4273748,2796069,3346015,3995482,3727450,4080833,3010729,3150575,3456046,4328022,3786933,1588011,4211953,3910687
2021-11-03T00:25,4038331,3735877,5606827,4706007,3940511,3498264,4545686,4249016,2541342,2567586,5377328,2464136,2623866,3559293,2699745,3401958,3347500,3710056,3255751,4173506,4249882,3484230,3535450,3279318,3182853,3167721,3130103,3131308,3503243,3318889,5264372,3043676,3601204,4973952,3669753
2021-11-03T00:30,5780922,4404731,4183636,2544233,2604163,2995592,3336647,3051746,2690382,2074728,4387968,3723406,3040031,4062246,2961451,4093685,2978549,2902630,4464020,3131514,4606046,2591004,3751648,4843171,4378787,5009111,3019664,3881572,2334646,4797078,2602553,1811238,2214627,3710393,3284201
2021-11-03T00:35,4218173,3905765,4400076,2336244,4326695,3207112,3569858,4108471,2326510,3578190,5420331,3348659,2516733,4599600,2343786,2371054,2938879,4238816,2956267,3509219,4200306,3745897,3411101,4072219,3622532,2746858,2743445,3195682,3950308,3919346,3246189,3467054,2172754,4640520,5384934
2021-11-03T00:40,4335708,3521336,4007014,2039909,3741907,3067503,3014329,3016761,4168095,3684597,2910022,4030581,2928650,2917053,3175905,2837176,3688742,3692481,2772073,3753971,4022141,3185329,3773876,4434249,3600242,3651012,2341546,4348096,3571985,4145287,4138428,2378736,1984756,3975970,4467194
2021-11-03T00:45,4630011,4645076,4287845,3926830,2746820,3792665,3021932,3801657,2723751,4027244,3936201,2950010,4103482,5216902,2292508,4375616,3340846,3577474,4762156,3489608,4229332,2697693,2667541,4316195,3569802,5898153,2531438,2328458,4094516,2200892,2515906,2993499,4830804,2980908,5212576
2021-11-03T00:50,2604440,3056302,4659989,2712042,4508772,3643272,4332906,2249774,2540597,4687890,2745073,3457783,4709454,2461653,2678349,2979504,3413433,3508132,3185079,4142399,3301066,3634062,4629328,4505649,3356963,3041358,4138117,2982026,4580990,3971921,3067238,2591233,3853217,2863520,4500507
2021-11-03T00:55,3840637,4787559,3561025,2118245,3898852,2507953,2679425,2589166,2879872,3131883,2869706,4008056,3292918,5002689,2010795,2834929,2046606,3217697,4520941,4628263,3216603,4815982,2802131,4363229,3886912,5324106,4209165,2932985,2718234,2304672,3452700,3011574,3610345,4073508,5339854
2021-11-03T01:00,4326480,4426395,3648931,1990079,2957843,4565694,3486229,3127776,3376699,3886553,3488975,3099730,2992037,2646385,3220754,2791559,2812773,3838960,4469976,2405891,4033566,5037521,3734546,5040123,3534411,3992372,3005009,3426686,4330654,3195951,2783325,4388081,3263551,3902355,4285659
2021-11-03T01:05,4240897,2021024,5509101,2778195,3746568,3565674,3585439,3794925,2804027,4676955,5732533,3947357,2687993,3050895,3067834,4788598,2957220,3726548,3812156,3257165,3002489,3099299,3461191,3391018,3969660,3280829,2363644,4804330,3014749,3285384,2873525,3380449,2931346,4774323,3618748
2021-11-03T01:10,3270200,3294291,5452357,2011756,4608419,2972345,2736958,3828332,2615617,3117436,4628155,2817853,3125714,3372733,2919673,3550944,3578159,4610278,4030193,3066175,3286471,2454259,2999077,4579290,4142832,3457591,3147776,4495621,4403427,4225364,5209119,2883138,4213134,2954620,4681519
2021-11-03T01:15,4152219,4768737,4323230,2817112,3313091,3911524,2935484,2899814,3269913,2976670,2808920,2547670,3768572,3089554,3092493,2448255,3298081,3414791,3888884,3438584,3331342,3806174,4574102,3945429,4223314,4917383,3676410,4196272,4721172,4382609,3787579,3524729,4402413,3361704,4054902
2021-11-03T01:20,4080781,3187315,4002506,3633353,4010246,2738489,3862269,3279247,2841166,2600785,2794007,3000735,3852123,3476390,3431138,1393912,4197566,3956744,4500076,3966255,4304697,3204868,2778761,4245095,5025661,3675252,2719296,4776830,3643509,3898148,2810754,3458779,3627097,3150149,5088783
2021-11-03T01:25,3451685,3844268,5899372,2781535,3454452,3901665,4615253,2939924,2867497,2704350,2756140,4465816,3934102,1892064,3200726,3462177,2937223,3039956,2462263,3183368,4736520,3301202,3322424,4123521,3486782,3126310,2475072,4289996,4257080,3801877,2581761,3537077,3293211,3312851,6168315
2021-11-03T01:30,4440654,3350624,2830379,3597936,3898778,3232733,5025701,2346531,3028237,3451426,3562966,3801083,2900905,3768345,4057896,3018373,3181194,4428819,4003748,2887044,4517910,2578957,3938334,3498560,4546093,4034099,3754860,3956904,3845432,3689673,3031962,3294024,2481110,3183040,5467845
2021-11-03T01:35,3323842,3312513,4004616,2800379,3226722,3394608,4229536,4319264,2770134,4082113,4785385,3716806,4345174,2833371,2997360,3063223,3873310,3368483,4044529,4594104,4012149,3243311,2939637,3683095,3955665,3746595,2961482,4484019,4092608,3418437,4739756,2686682,4540995,3158406,4109729
2021-11-03T01:40,4629995,3655046,4568073,2572227,2804720,3134997,3931416,2581438,2921775,3189768,4308374,4479089,3794013,3228860,3004635,3563379,4065578,2816188,3335381,3386964,3791601,3470879,2746650,2934986,2142264,4127152,4389818,5653892,3978087,3333852,3670063,2586824,2407304,3040665,6203098
2021-11-03T01:45,4497586,4355814,5094808,3296996,4689188,2524538,3985978,3352854,3192947,3002474,3919502,2541547,5149909,3838003,2890852,3557130,2204365,3315840,4153560,1685521,3261503,3876896,2674149,4367585,3244878,2945021,3965113,4711713,2630817,2851666,3628571,2327190,3481498,3045662,3757947
2021-11-03T01:50,4092555,3847941,3607336,3087655,2501781,4861419,2580136,4791495,3273379,3300835,4642591,2734482,2700624,3919185,2793778,3603576,2906862,4531772,3213569,3440478,3207731,2754174,2992908,4892244,3412809,4458022,3041733,3620774,3923917,2693598,4582871,3083367,3726985,5483258,4826186
2021-11-03T01:55,2870871,4090877,2898288,2069337,3300262,1886065,2580353,3069299,2519495,4527734,3485356,4331961,3865770,3831879,2872869,3198934,3526923,3031412,3222781,2027554,3644911,3267936,3201862,3206825,3673605,4260312,2900285,3046543,4115976,2386416,3288132,3374973,3715543,4256506,5410549
2021-11-03T02:00,1900039,4286707,3720825,3332636,3633654,2095887,2877092,2799973,3352466,2431298,3884407,3101840,3467023,3383989,3982299,4063684,4091302,3111752,3183560,1923954,3239084,3988653,4502839,3985886,3514618,2266425,3291679,4320683,2882464,2359572,3669082,3260257,3803410,3719308,4990589
2021-11-03T02:05,2312969,4290547,4341612,3003175,4183474,3090299,4207207,3528419,3698876,4565689,2821777,4262997,2517257,2887783,3746162,4028048,4269092,4005186,4174478,3067521,5502182,2334681,3831316,5301655,3002126,4432206,2364512,4430128,4797575,2375297,3367273,3926669,3951547,3833918,3840793
2021-11-03T02:10,5075507,3477085,3329279,3178042,3948737,3222349,2419454,2611176,2835195,4404032,3224331,2406654,3153290,2737403,3228374,3070192,4276753,4520256,3778251,3172957,3742433,4324631,3252122,4016618,3054784,5587994,3120946,4566465,4815989,3970272,4073922,3118846,2757316,3741386,5176569
2021-11-03T02:15,4117480,4237471,4137558,2434784,2514857,3045854,4321100,3340526,3755331,3830010,2303907,4744043,3195226,4004082,3054530,3331048,4677182,4652463,3496742,3037808,3961889,3043908,3157454,3864166,3554170,4410687,2923797,3965777,3947473,3893932,4784732,3632153,2269128,3899029,5361229
2021-11-03T02:20,3982231,5146043,3739960,3445760,2863204,4787289,2473182,3736583,3361436,3086315,3339786,4265315,3071429,2897347,2913522,1905960,4479780,3404908,3449233,3606893,3855224,5230064,3096112,4792210,4273511,4151639,3000123,3230689,3328018,3908056,3947372,3585884,2885277,4661623,3505799
2021-11-03T02:25,4535639,4432100,3060668,1993437,3543562,3110620,4014466,2354970,2702218,3221598,3268072,3734002,3736981,2878992,2797595,3571697,3852570,4518699,4286948,4290503,3509059,3548098,3437557,3466489,3347340,4346039,3442261,3539085,4617059,4804777,4792115,3349855,2767220,3893057,3448446
2021-11-03T02:30,3878829,4287816,3336869,2101744,3857800,4089612,2549099,2537849,3221122,5462836,3913897,3904912,4291171,2096799,2374703,2747062,4261209,4226311,3976253,3277964,3031063,3425718,3790319,2908753,2505325,3967299,3336123,4742946,3388636,4186947,3985717,2734802,2222943,4608001,4039652
2021-11-03T02:35,2994401,3950469,2983647,2291759,4028389,2911942,3923945,2499123,2611545,3832386,3953900,3435267,1968096,2265312,3070623,2623869,3707861,2865203,4484888,3444348,3496491,4130450,3354891,3973390,3320240,4749103,3551806,4091582,5010431,4343446,3833883,2014421,3546731,3542266,4631972
2021-11-03T02:40,4575293,4106409,4128661,2963717,2973411,3808701,4401903,2799850,2803888,2712812,3381491,2531445,4405522,2066652,3991968,2159317,2864566,3866631,4877484,2648706,4380479,2600536,3471202,3437355,3774225,4382748,3176845,3742314,3774078,3261932,3601139,4187536,2394142,3705143,5545643
2021-11-03T02:45,2525458,2599023,3211497,2987282,3747441,2920124,3423455,3202127,3083495,3594283,1177368,5194199,3764072,3212279,3901226,2390093,3769280,4799020,3495957,2538999,3396832,3391836,3875731,4736108,2401366,4113106,3466177,3162684,3069577,5000772,3690584,2395600,3612522,4922274,5408028
2021-11-03T02:50,4344907,3500122,4276605,2313455,3776126,2153323,3079372,5126621,2642286,4989251,3615573,3557044,2787040,2908869,3078760,3118367,3572057,3627944,4014291,2332390,3466857,3349345,4073972,4008506,3374650,3230482,3354710,2722804,3913146,3188772,2350988,2633586,2607639,4292915,4748034
2021-11-03T02:55,3220865,3081518,4151948,3176357,3996643,2787363,2401690,3951921,2447642,2343335,3632801,3689743,3077558,3926781,2124926,2872065,3694862,3623083,3877660,2503460,2938145,2938574,1877025,4141555,5647846,3499867,2568964,3828289,4323313,2253335,3168372,3037289,2691741,4244053,4345070
2021-11-03T03:00,3593653,6132108,4445639,3646487,4065215,2596577,3277300,3234101,2997092,4246916,3661794,3981413,3228542,5154161,2428187,2960744,2713788,4232866,4754837,3562883,4479497,2970012,4823820,4835560,4121497,4099876,3902726,3422439,4370200,3689264,3021823,3437016,2200666,3500001,4496235
2021-11-03T03:05,3667002,4624099,3001078,3277245,3153826,4025903,4230405,3771936,3563184,1959833,2772748,4916410,3050610,3142730,2741591,2697090,3677287,2792555,2948746,3602675,4327853,4462996,4024775,3364614,4187543,4712679,2970451,3799432,3935654,3797057,3092638,3979224,2517182,3818766,4855102
2021-11-03T03:10,4810426,4733128,4616329,1978377,3601449,4250411,4269378,4131507,2516036,2053602,4016109,4029123,4105637,5243782,2838714,2565026,4229474,4525669,3299860,4721359,5404293,2476317,3097972,3596223,4199655,3734636,3594079,3545362,4040291,4397390,4180540,4181564,3887595,3404594,3666995
2021-11-03T03:15,4810506,3739062,5121329,3613104,4301926,2176679,3382569,1726921,3291409,3654721,3388444,3812554,3629095,4011217,3653513,3340941,3109531,3464047,2929836,4051730,4049433,2594154,4594254,5048813,3072040,4889524,3759349,4584772,4275244,4221922,2917749,3300156,2633553,4238672,4361611
2021-11-03T03:20,3640995,3969569,4591049,3435980,3939226,4358015,3366243,4257943,2476274,3227293,3552255,4328979,4495988,3303958,2366428,2450966,4701414,4549411,2587064,3437575,3298042,3367515,3880935,3060632,3225484,4296993,3365615,4458990,5288670,4054470,2780286,3728007,3502621,3920866,5370426
2021-11-03T03:25,3514116,2790283,4302710,3167401,4872212,2730860,3204898,1863046,2486327,3270015,4094591,3812088,4822840,3944718,2188872,2972746,3666813,4228233,3776358,3763124,3106510,2652742,3822156,2479078,4755864,3943678,3263735,3241596,4464541,3945674,4751070,2649527,3275064,3844390,4851673
2021-11-03T03:30,3887986,4607156,3921357,2136516,2602341,3477802,2831148,3271624,4050984,4079032,4517871,4820683,4345587,4227349,3378441,3793812,3798294,5452762,3907267,3166362,3444941,4825082,2525517,4065630,4665552,4687865,3546578,5300991,3468317,4879110,3604953,3829846,2662280,3244044,3959814
2021-11-03T03:35,3800584,4542744,3802371,2936161,2591350,3670429,3781824,4946770,2643688,2372288,2798489,2808010,4003312,2686374,2801267,3650012,2140138,4052646,4164727,4011325,3785283,2794752,1964681,5598506,3754338,4407276,2392385,3421723,2673137,4437687,3491628,4298507,1665593,4535319,3812757
2021-11-03T03:40,2052543,3176069,3930756,1773527,4116970,2843394,4635668,3315988,3288827,3346459,2749106,3042618,4704851,3974053,3115955,3136090,4605854,2937942,4183160,2604842,3698822,5531029,2829494,4669015,3494115,4214118,3473413,3517408,4705032,3130358,3861895,3232321,2360302,4782392,2647164
2021-11-03T03:45,4069161,3791216,3157644,3025551,4210893,3155740,2471706,2632084,4365260,4171729,4600440,3564657,3549713,3790667,3359282,2774941,2788965,3450220,3565500,3018484,3915290,3271869,3954762,2239185,3647862,3344490,3922450,3021448,4663868,1949464,4324400,2437342,2823423,3252377,6188958
2021-11-03T03:50,3565489,4758118,5913378,2673679,2690607,3180875,4487804,3305218,2462838,3357806,5304110,3591428,3329976,4362268,3167696,3963009,3400097,2049169,3863875,2590780,2985626,3684362,3168057,3749735,2978496,3884683,2036957,3459082,2695637,3298105,4539715,3687192,4613219,2510918,4493363
2021-11-03T03:55,3629507,4113007,4823083,2305071,4178926,3035050,4109122,2565170,3473118,3530032,2822484,4053223,2826483,4168456,2948164,2925574,2053119,3889373,5610456,4184045,2927488,3626334,3302844,4237571,4073451,2863711,2976875,3523213,3193364,3083268,3864530,3331402,3448456,3985473,3573107
2021-11-03T04:00,2665429,4090803,3638994,2438761,4750166,3064446,3759647,2376721,3327052,3844899,4012629,3452429,3618100,3567898,2496378,2875711,2757277,3551368,2401088,3312857,3345673,3843892,5116164,4355368,3222950,4306847,3696858,4916323,3324975,3999916,2504167,3084803,3827098,3755737,4000057
2021-11-03T04:05,4153798,4732031,3607774,4185932,2843010,3443900,2719163,3511376,3126878,4294814,4558971,2605576,3011551,2789800,2397970,2215922,4181254,4764665,3698792,3645816,3338033,3314846,3606837,3226220,3252897,3614624,3389911,4577639,4605404,4437709,4321326,2443764,4202032,3634612,4565701
2021-11-03T04:10,3283553,3027684,3444075,3172207,2365398,3375561,4718277,1891454,3134221,2068567,2595845,2923244,4055516,4556423,3287571,3473008,2784663,4151518,5392960,3506516,4093331,4145664,2612554,4731209,4415226,5157998,2929807,3742606,4601567,4130569,3413221,3012423,2658869,3646791,5118641
2021-11-03T04:15,5304598,3719180,3414110,3682654,3903431,3905246,3355042,4272358,2458110,4118804,3315416,3935467,4126416,2200941,4379522,3851919,3161204,2634447,4514304,2697035,4988437,3753602,3050869,2493374,5162756,5582403,4333526,4900599,2987255,4407783,3360366,3169478,2379188,4101399,4526409
