mtime,AC,AL,AP,BJ,BQ,BS,BU,CG,CZ,DL,DU,DV,EM,EQ,FK,FZ,GH,GM,HI,HL,IL,IQ,IR,IV,KL,KX,L,LR,N,NO,QW,TU,TY,VX,WZ
2021-11-03T18:05,2305748,1740165,1894105,2081463,2072682,2376461,1388361,2077819,2475240,1254195,2380664,1918742,3322413,1636274,2366516,3334012,2633530,2126371,2372072,2172408,1649119,2602130,3595120,3523837,2896117,3101432,3029961,1782268,2212855,3261334,2469330,2643655,3173485,2226409,2056293
2021-11-03T18:10,1873888,3230015,2261480,2983120,1817593,2446761,3361941,3696971,2597865,2629036,2286888,2499985,2611143,2586271,2734838,1248150,2140218,2607873,2492643,2122989,1785688,1558578,3359087,2162895,3339167,2396342,2700017,1728082,2799215,2855056,2963224,1381606,2121682,2694399,1675231
2021-11-03T18:15,1630797,2903387,1484885,2472412,2506674,3524356,1846256,2336890,2148473,2621188,2710506,2163591,2572962,3250930,2175314,2592338,1222256,2729279,2886933,1783209,2095752,2190703,3079843,1583954,2939395,2690315,3698882,1359908,3018535,2381895,1934708,3159216,2951576,2197733,2491175
2021-11-03T18:20,2059727,3965061,2143905,1763633,1297530,3517257,3293450,3031264,2375412,2052742,2332573,1484793,3678718,4130400,3117247,3731132,2314469,2110526,1809126,1323027,1649791,3234918,2771970,2187556,3587945,2602770,3380248,2991703,3034324,2613464,2744465,3330381,3317660,3157546,3325299
2021-11-03T18:25,2244968,2557942,1835470,2407298,2179606,2505245,2299131,2995094,2486144,2737014,2170979,1839572,3123154,2977868,2055037,1896066,1628731,2713110,1120733,2533721,1046761,3730640,3272982,1589673,2089210,2930499,2418437,3632140,2050669,2032032,2119980,2555808,3114357,2986096,1969326
2021-11-03T18:30,1411421,2152382,2108765,2517477,791974,2585756,3394545,2750776,2261020,2613824,2423354,1201711,2392665,2815293,2677538,1920620,1814895,2691919,1870591,1556171,2617329,3028001,2677020,3003429,2983865,2668903,1957242,3519855,2341612,2327041,3319501,3274776,1143318,2420508,2236342
2021-11-03T18:35,1745921,2206223,2426535,3641717,3240493,2771187,2075338,2761896,3126289,3106617,1316065,1352034,3300005,3724843,2969434,2973484,2642040,3304970,1228514,2138599,1828632,2028953,2236910,2279580,2709930,1397232,2479718,2433802,2736026,2541325,2274179,2654569,2950354,2655903,2744154
2021-11-03T18:40,2938084,1660944,1696780,3698285,2490958,3745266,3435903,2818483,2273008,2112503,1653155,2126479,3507447,1390842,2405803,1816255,2665286,1477784,3010119,2900727,2865019,2064830,2689834,1985829,3578230,2461651,1852163,2179445,2390553,2999084,1619310,1970922,3974099,2233373,1940350
2021-11-03T18:45,2836967,2874196,2733292,3321789,3156298,3583890,2907700,2478819,1248891,2108898,2240191,2053640,3074050,2542671,2690085,2703326,1552688,2860309,1358538,2021623,2023331,1783436,2611609,2098907,4058519,2230529,2331923,2119476,1951128,2327335,2499885,2763835,2879280,1217237,1941865
2021-11-03T18:50,2885880,2376225,1587248,1631882,1797713,4197444,3289627,2794216,2281461,1489704,2584231,1512829,3811222,4131425,3162204,3133243,2345112,1477738,1092281,2338056,2677842,2097855,1333900,2126620,3487308,3220149,1548878,1667694,2824787,4179487,2407803,3307512,1963464,2689840,1780633
2021-11-03T18:55,1811699,1765400,1000598,2983438,2491517,2783426,2390744,3453129,1584292,1988505,1485272,1165689,3448400,3224827,3123916,2891777,1115956,2300569,2239085,2028986,1721417,2224498,1896780,1997755,3044807,3756379,2057404,1303230,1894641,2900845,1994803,1429293,2998159,2275928,2232354
2021-11-03T19:00,2777520,1407258,3114206,2635131,3267864,5190702,2562428,3236522,2319169,2798313,1505480,1975239,3899323,3069479,3385310,1964538,1863590,3035748,2400065,1834222,1807176,2417454,3152341,1944249,3136768,2871461,1532615,2392782,1797534,2775283,2524072,2102855,2286070,1736386,1719709
2021-11-03T19:05,1604812,2637912,2779232,1706643,2031179,3403625,2717523,3136134,2688129,1666246,1845312,3404527,2731382,2943262,1373437,2618409,1551445,2182886,1693254,2410319,3601476,2954235,4396271,2506050,2253748,1979666,1717436,2426359,1547048,3453161,2375223,2534319,2285586,1615825,2269806
2021-11-03T19:10,2113022,1926982,2968770,2653261,1765783,2894798,1731286,3097751,3345594,1748400,2018389,2711173,3277881,1928518,2750518,2173656,1417638,2429811,2957816,1045870,1263513,1920295,3779234,1870021,3533003,2442043,3264648,1687083,2335378,2020990,2081583,3238585,2186883,1597552,2174940
2021-11-03T19:15,2658247,2587393,2202046,3006406,1543725,1889200,1525053,1856677,1854562,1983567,2175298,1525794,4171364,1962903,3142299,2773592,2685997,1947709,1895057,3032386,3080280,3013396,4251766,2238448,3541469,2966511,1236996,1883902,2814336,2413027,2631012,3343922,2990829,3287884,1627219
2021-11-03T19:20,1773314,1941006,1461286,2725655,2241607,3499357,1763599,3895792,2404776,1908859,2465744,2611167,3951557,3005768,1726290,2845600,1999840,2697333,1836280,1459465,2357355,1654554,2300468,1915100,3640543,3665042,1425922,3617996,1805864,3589210,2305125,3788414,4882728,2950097,2359246
2021-11-03T19:25,532697,2225447,1611742,3582219,2037824,3250708,2577626,4497213,2364826,2088002,1199278,1677805,2282005,2473224,3309737,2984896,2323328,2243309,2392705,2493714,1316091,1881726,2728640,3373581,2639817,3451178,1902389,1192370,1911562,2253183,3990049,3305619,2580791,3317989,1767618
2021-11-03T19:30,2852947,1804051,1266558,2874393,1884071,3560353,2219103,2912113,3126126,2786476,2494767,1191483,3296192,1984802,3223509,3891657,1802368,1662177,2222997,2261992,2416059,2924598,3283179,3125258,3325550,3051689,1746580,2514934,2709915,2762423,1903065,3089304,2769182,1520470,1257717
2021-11-03T19:35,1917698,2399534,2286161,2770816,1932132,1918270,3227066,2501435,3293392,1288891,2216026,2131626,4949018,2414919,2537113,3261066,2360541,2450158,2595565,1441843,1680840,2395998,3802336,1438174,2504371,1798881,3146073,2308770,2304533,2603846,1824350,2004057,2861700,2170904,1681974
2021-11-03T19:40,1837831,1566233,2194373,2832761,2008095,2872685,2237883,2418309,2555958,3221968,1998938,3057903,3620886,1770678,2142079,2112965,2032006,2651025,2444284,2017752,1446211,2542803,5335164,1666764,3110798,3017143,2845620,2951158,1198538,2343519,1701618,3901824,1652026,1823923,1724217
2021-11-03T19:45,1833283,2365346,1923822,1929799,2994954,1527110,1927514,2988762,3858252,2219822,2462655,2180100,2956899,2423927,3312222,2684751,1794792,2177333,789712,1887096,1823594,1941976,2900661,1751094,3257018,2203205,2296245,2486070,1800710,2357399,3253533,3287859,2845767,2052970,1364654
2021-11-03T19:50,2269092,2187528,1289645,2432629,1611403,3364808,2558471,2370606,2163480,2442992,2288741,1943135,3781177,3227514,3193524,3354219,1071390,2030404,1930512,1806636,2390434,3036241,2540179,1608286,1710538,2869566,2705503,2531830,2482350,3905546,3414265,3201879,2489083,2370151,3387769
2021-11-03T19:55,1664551,1170669,1612535,2816991,2493545,4765616,1794787,2826478,2510857,2813998,1712906,1762103,3260227,2426095,2361661,2802536,1833407,2633039,2660581,1985739,1485413,2211601,3778401,2446062,3196186,3542139,3604556,1821948,2059814,2960622,2461469,2672467,2127265,1359913,2181586
2021-11-03T20:00,1493767,2627925,2325701,2965686,2700385,3941902,1576054,2238001,2506213,2532551,1326947,1891523,3371357,2700738,2593749,2262979,1922737,2907415,2114192,2013411,2339265,2532363,3565256,2123201,3469346,2681684,1778072,2476459,1656531,2515545,2059533,2393423,2027303,1374763,1656688
2021-11-03T20:05,1945237,2334713,2022099,2660713,2051532,3664565,2150092,2646894,1918837,2924647,3695277,2157121,3083884,3330783,2861341,3187949,1764624,1734638,1977024,3018953,1610959,2404118,3781134,2190658,2203597,1826530,2548274,796606,2618283,3620889,3882304,3356558,1110484,1073520,1910139
2021-11-03T20:10,2581977,2890616,2351157,3521060,1695954,2066576,4158873,3582800,2704791,2749469,1751486,1448845,2753475,2462542,3079973,2466901,1902875,1045666,2434858,2709931,2276566,1746551,2229619,2425874,3388386,2497366,2586062,1257662,2220898,2532399,2981410,3021946,1952948,2281766,2465188
2021-11-03T20:15,2283367,1847620,2371609,2413589,1889431,2203623,1327448,3795920,2231846,2275562,1698141,2131063,2558134,2781983,2884416,2466910,1458888,1479228,1564785,1689633,2187121,3318314,2975615,2610936,2452061,1818750,1207212,2673263,3005238,2517296,1969483,2629730,1419533,2485964,2524808
2021-11-03T20:20,1977552,2757869,3049731,3020331,2657171,4004429,2892692,2985836,1825306,1928618,2171723,2293161,3227258,2758085,2935136,1951441,1843149,3137322,2058152,2542471,1176713,2320549,2569128,1508252,2783317,2974819,2513401,3353473,2088905,1772859,2388185,1637623,2981090,4527485,2019880
2021-11-03T20:25,2366796,2369913,1561603,2607954,2320192,2875613,1841922,3144233,1881690,2810678,2348577,1474729,3239600,1917453,2995645,2015713,1420963,2207506,1756698,2268439,2123621,2832653,2260105,1625863,3697466,2787460,3417947,2020731,1704728,3009815,2254674,1642472,1832043,3345718,2594193
2021-11-03T20:30,1781251,2273187,1884090,2686793,2588108,3374741,2518193,3217739,2270400,2024539,1700864,2499433,3474750,2586470,2977340,2535720,2171872,2780792,2453570,2208152,2197186,1452294,4316887,1555552,2456438,2751526,2486870,3318095,2177318,2331380,2997673,3053759,3388076,2402679,3494817
2021-11-03T20:35,1067071,2553074,2071456,3149574,1760327,2750834,2267958,3224918,2016129,1634050,971592,2625187,2946786,2425691,2755558,2654821,2179992,1923496,2769020,3426201,3086006,2491155,2785564,2435949,2048325,2320301,1190511,1959023,3156312,2006331,1832895,2524894,2735184,3212302,2935207
2021-11-03T20:40,2348228,2418082,2086356,2558462,627495,3232933,1148384,2684070,3225920,2414771,2546142,1931617,2465467,2493449,3080033,2441966,2054226,1626538,1858695,1123363,2562183,1359460,3760865,2557035,2961281,2503471,2545713,2622021,2644870,3668367,2550116,2505913,3197704,2504264,1994412
2021-11-03T20:45,2295277,1811489,1171865,2113468,3157114,2637256,2418419,2895839,1922157,2142244,3238675,2218577,1396459,3241627,2528196,1356037,1869907,3820002,2660724,2049544,1823015,1808891,2614376,2467381,3935614,2944962,2612968,1956114,2306517,2487603,1832902,1583130,2396810,1604933,2293815
2021-11-03T20:50,1436933,3495521,1986972,3719028,1689957,3337729,1861326,2697396,2826259,2315304,1552155,1123366,3811297,2965029,2426928,1977379,1949662,2318233,1770776,1803824,2268733,3045653,3686602,2445367,3193327,1902002,1585845,2484034,3424094,2047590,2597622,2657213,2951093,2364911,3108269
2021-11-03T20:55,1922735,1784437,2445081,1866434,1054417,1779510,2681436,2928567,2026900,1046819,1900517,3353471,2985382,2171183,2645484,2687091,1975303,1817313,1874575,2156419,1603945,2422447,2446636,1576025,3563208,2415055,2554703,1815199,2535981,4215056,1640412,2806030,2080687,2148237,2166960
2021-11-03T21:00,1239409,2191694,2717609,2733844,2882922,3594060,3773116,2621458,3182023,1309288,1870799,2135038,3401374,2715239,2689618,2100195,2271345,2123444,2613146,2824094,1927807,1864789,3460675,1796623,3293803,1925929,2403210,1647140,1766198,4519399,3741242,2523051,2912885,2828793,2060283
2021-11-03T21:05,1345106,3197557,1870384,2624041,3098676,3796099,2572469,2851664,2187203,2549635,2941369,2308383,2349711,2507908,1602532,3623354,874393,2874682,1401608,2408466,1212505,1604081,3072009,1563923,2237430,2286610,2389127,1902663,2573014,1415824,2195563,2297990,3699982,2176454,2580483
2021-11-03T21:10,1438823,3583368,2672262,3094385,1323779,3075366,2404002,3097456,2256213,1634499,2599131,3340081,3021714,3064595,3278923,3161584,1677438,1563713,1822817,2454930,3040612,1567350,3874518,1302535,2946299,2292272,2322864,2322830,2745299,2178562,1831332,4763036,2674334,3160460,3161779
2021-11-03T21:15,2563309,2779821,2311539,2280737,2670148,2303911,2607874,3047431,2087821,1849703,1795181,2444954,3327639,3598979,2614508,3938310,2157842,2511298,1409578,1510782,415655,2094849,3784811,1302593,2847532,2627000,3198470,2498456,2201115,2950587,2371914,3274935,2708239,2501159,2037675
2021-11-03T21:20,2616139,3399599,3190785,1547356,1893274,3971121,2112752,3316444,2365859,3383389,1295622,1807369,3437389,5313470,2311903,2345612,1419268,3168655,2236072,2146885,956044,3084058,2825340,2553416,1843921,2658459,2171229,1987268,2480774,3212523,3372339,2245243,2555828,1313120,2702523
2021-11-03T21:25,2026946,1695166,1486543,3010467,2888401,2629199,2457591,3488327,2024429,1740660,1667218,2056679,2643083,3607506,2452600,3358827,1114023,2494608,2511435,2101389,895056,2250865,2044212,1631937,2173641,4481437,838862,1421544,1895968,1953186,3261598,3264285,2732607,2431625,1668502
2021-11-03T21:30,2249045,2873900,2054197,3160919,2336311,2258990,2178544,3390127,2923294,1778922,2084564,2990658,3036642,2244509,2854163,3435785,1976832,1516644,1804276,1931976,2573828,3311661,2780118,2405933,3096419,2976345,3497036,2875831,2492771,4260508,2181784,1647804,3938867,1946214,2713040
2021-11-03T21:35,2015144,2543352,2270182,3106913,2456850,3676126,2556317,2358957,2714130,1500256,2551752,2638488,2635381,1987083,1685006,3909269,1424957,3076322,2011805,2441880,1322668,2981049,3262786,2301913,2354109,3170207,2500022,2390492,1808134,3233926,2253827,2734501,2528877,2054842,2416331
2021-11-03T21:40,2504522,3509183,2011642,2858708,1074562,3414984,2006075,2926965,3545581,2454752,2228477,3009101,4001257,2725431,2036918,3578082,1393382,3151040,1190899,1913322,1255895,3122739,3526274,2337115,4063021,3433478,2245477,2422022,2011251,3137083,1456358,4315066,3340880,2529908,2164204
2021-11-03T21:45,3368431,1967093,2594606,2270356,1638429,2872581,3397990,2780275,2917635,1354285,2545743,2032541,4478898,2029346,2932566,2964763,2648504,4117647,2162888,1332564,2462960,3162509,3634063,1484600,3041287,2631928,2756792,1860629,1842806,3054391,2118240,2532552,2023020,3346133,2256332
2021-11-03T21:50,2085071,1610192,1853668,1948009,3677549,3144869,2650394,2228994,2347187,1686954,2274493,1725836,2773194,3876262,2088036,2060546,772309,1886797,2111612,1707896,3702274,2508796,1856283,2056540,3023404,2633171,3388719,2994045,1504089,4181385,2708092,3400642,2813205,2644678,1903259
2021-11-03T21:55,1546690,2537504,726017,2861158,2378322,4006557,2393497,2728483,2688254,2154960,3276982,2312891,4148931,2440937,1762881,2737790,1694335,3201711,2506933,1819326,2556538,2360345,3235368,2623077,3518277,3152677,2472881,1806510,2635912,3051910,1717107,2996584,2063251,2538166,1936685
2021-11-03T22:00,3209343,3368540,2631986,3315257,1725169,2458459,2547481,2894694,2201557,2443258,2157689,1664431,3380888,2912880,2231137,2326540,1736418,2371043,2015088,2087963,1542370,1546065,2218988,1818537,2523155,2836331,1923068,1602413,2003067,2700762,1391190,2165603,4005394,2684674,2612017
2021-11-03T22:05,1337877,1585934,1586500,3160715,1854811,2280906,2997639,1739105,1717643,2869735,1199297,2703047,2985541,2967977,3019945,3394753,1316967,2042281,2095707,2671644,802176,2455154,3298138,1408502,3448195,2090308,2260847,2802950,2300601,2219785,2843867,3481131,2523697,2225307,2364818
2021-11-03T22:10,1872881,2299684,3644395,2342765,3242482,3624956,1687354,2500117,1901728,1832248,2461964,2948029,1883214,3043876,2568741,2037991,1677203,2376838,3440458,2154173,2309762,1955355,3367321,2473155,3509483,2177593,3170678,1672391,1990145,2964058,3266570,3014279,3205631,2860508,2495179
2021-11-03T22:15,1974922,1326643,2239038,2557608,2433356,3469922,2082472,2939993,2899935,3084690,2041179,2526109,3401470,3582617,1533693,2389591,1936626,1335350,889217,2666524,1822156,1636645,3020575,2575746,2891706,2803311,2902752,1808664,1523101,2536897,2477771,3537432,2660021,1940107,2460185
2021-11-03T22:20,2841372,2344415,3314500,1970095,2429129,3684048,2399795,3065575,3475173,2368307,1918498,1800281,3315038,2314095,3539099,2608096,933251,1464339,2217879,1295261,2027093,2537639,2993460,1496893,2835200,3874283,2392068,2086475,1917123,1834084,3678334,3348007,2315493,2690332,1323257
2021-11-03T22:25,2439819,1932028,1590766,3581548,3263887,3335481,1944253,2107190,2932268,2486529,1615456,2543008,3962265,1990596,2181175,2120535,1663834,2766000,2267530,1775219,2884418,2224489,2620032,2887384,2540552,1669340,3788913,1745173,2134083,2960290,1554133,2642604,2793984,2885432,3171778
2021-11-03T22:30,2540055,3995257,2484995,2960273,1170462,2708177,3054728,3201492,1844218,2573953,3016553,2239288,2743240,3107512,2890520,3954614,2540603,1849987,1800527,1610971,1435603,2249107,1686867,2662288,2015235,2688440,2629111,1270796,2509705,3059441,2063858,2045670,4163835,1614373,1884560
2021-11-03T22:35,2749461,1378648,1010077,3011468,1766169,2448934,2760094,3487540,1701475,2529141,1303211,1259960,2513658,2613516,3449365,3621664,2425895,2873648,1621322,2266545,455444,1432336,2429142,1551005,2618228,4613894,2374066,1528966,3139467,2442718,1007458,2682172,3269475,1698994,1283412
2021-11-03T22:40,1255054,2341235,1947262,2794239,2233704,2080738,2210212,2635283,2027824,2055008,1699937,1843961,4057404,3687187,1912359,2684443,1056748,1634394,1682682,2852162,2309953,1440843,2396032,2025936,3668475,3653791,3023229,2382459,1679647,2773616,1863847,2560467,2934163,1937478,1793451
2021-11-03T22:45,1544155,2715993,1696202,2585173,1339057,2269124,2456665,3287168,2833924,1976211,2753315,1881384,2707291,2231341,2759196,2085592,1427704,2301918,2079209,2010123,2022851,1711315,2923322,2503296,2754574,2000197,2108885,1612757,2530409,2502511,2671980,3067105,1912205,1967191,1688244
2021-11-03T22:50,1871709,2253200,1842191,2358785,2498595,3675569,1619742,3500462,2875335,1021759,727675,1750912,2393391,2150961,2524633,2734357,1853899,2060008,1724278,2502126,2353368,1691713,2291662,2056901,3050798,3394253,2792672,3320196,2478871,3055360,1398180,2248061,2282319,1458077,3314843
2021-11-03T22:55,2047710,2097892,1836683,3318173,2176321,2532664,2154788,3662351,2461016,3419214,1137746,1467575,2461277,2898149,2579078,1823114,1638874,2320556,1847617,2317264,1665533,2811503,3310186,1699573,4040834,1724915,1809596,2617482,2708794,3280182,1007341,2540824,3462682,2304405,2652057
2021-11-03T23:00,2347758,1954534,1334877,2599474,1826216,2527760,3001833,3450475,1942030,2135313,3012684,2535612,2343978,1700152,2922604,2641521,1762256,3075159,2249822,2428065,1123972,2430536,3029918,1607037,2076883,2995946,2214726,1722357,3324468,3050905,3469010,3001234,2754131,2611277,2815894
