mtime,AD,AF,BG,BO,CR,CS,CV,DR,DV,DW,EN,GL,GP,GU,HL,HM,IO,IW,IY,JK,JL,LM,LP,LQ,M,MT,MX,NP,NS,QR,QT,S,SZ
2021-11-07T13:40,2131422,2615183,2954364,3836752,2178274,2384329,2213092,2857580,2017828,3481342,3272967,3725166,2783107,2678384,4215211,4708093,2674368,3259527,2526363,2641523,3198648,3285072,3287814,5069514,2798574,1742145,2419275,5193338,2028248,2305656,2627594,2774243,2281785
2021-11-07T13:45,2861550,4072917,3053199,3691308,2334851,3636281,2739044,2412047,1851206,2576974,3044515,2332157,4068150,3190628,3673773,2964290,2320170,3878097,3463389,3851725,1833506,3417906,1601308,3274926,3199179,3889201,3006497,4101343,2929943,4261892,1867491,3380285,3130334
2021-11-07T13:50,2911591,3151779,2253633,2983475,3266942,3013580,2621869,3464425,1507737,2523120,2827737,2306120,2498586,3131129,4348379,2733259,1403641,2551643,2144015,2842394,2830774,3306390,3970070,2209051,3305592,2356210,2826184,4118531,2134482,2218254,2377912,3084852,2934786
2021-11-07T13:55,2483952,3308352,2772920,1321457,4887058,2935873,2365932,2902442,2110858,2275234,2810246,2904166,2639968,2667707,4176245,2868173,3916395,2830555,2348046,2539594,4145667,3740790,3686072,2625473,3239443,3136748,3665139,4530180,1582009,2229029,2399023,2265155,2869138
2021-11-07T14:00,2209961,3417621,3755416,3447268,4107733,3672982,2313601,3693632,3128540,2219354,3618833,3402844,3360153,3177550,3628799,2858327,2300806,2892334,3757508,4148391,2991003,2001723,2099074,2952107,4350109,1673493,2659232,3344461,2789223,2450428,4259825,2096178,4362846
2021-11-07T14:05,2580751,3032062,3296110,2459903,1908341,3586585,2918604,3815165,4052225,2326475,3536041,2040356,2897065,3736860,4079161,3175412,2955713,3988493,3242244,2428481,2886728,4587671,4119376,2430762,4031705,3129283,3893144,2833236,2592022,2216860,3263969,3114011,4136359
2021-11-07T14:10,3165278,3204694,3574972,2358095,3914861,1878131,2881815,3536269,3249912,3048325,3618698,2788469,3874273,4127887,3589816,2786368,3177558,2596784,2896496,3123178,2853385,4074610,4080970,3895423,2598834,3260402,3044121,3519360,2995813,3552638,3714979,2548822,2788740
2021-11-07T14:15,3244037,3794708,3264345,2868014,3470779,1772066,3625054,1947993,3080745,2778643,3069641,3015884,3297754,2430309,4203445,2121774,2785864,2167678,1761210,2015565,3787419,3238893,2824790,3947602,3342334,2601897,4871595,4384359,1592338,2287435,4268582,2560427,2839489
2021-11-07T14:20,3508626,3727422,3159626,2341206,3286733,2269784,3202452,2443077,3873345,2952161,3480403,2271409,3431773,2574038,2879856,2943374,2431066,2345778,3961074,1477553,3272186,3567831,2728705,3712868,3923313,4142521,1864825,2254531,2128689,2632500,2178396,3010626,1760982
2021-11-07T14:25,3047177,2960776,3718023,2666973,2255503,2359490,3284405,3036648,1900185,1915716,2930592,2443717,3192837,3903965,3979434,2313110,2277782,3304682,4225068,2741930,2293717,2571377,2571755,2961709,3762736,2947678,4124337,3293927,2342711,2438139,2796099,3844947,2973522
2021-11-07T14:30,3304373,3201414,2973474,1291242,3608280,3429999,2295352,2726453,2777575,3847377,2373263,1960808,2981667,3424285,3676450,3646249,2849589,3515179,1604094,2975988,2967638,3046796,3346741,2462768,3368419,2160831,3669445,3335157,2734783,3054813,3024405,2649418,3502558
2021-11-07T14:35,2533657,3827294,2597618,2276205,1921351,2901289,2786214,3155490,2867960,3205679,2646435,1742604,3757535,4020799,3734386,1576772,3040761,1562629,2810108,3812788,1994625,3554889,3033449,2282457,3279421,2555536,3966441,3410056,2081960,1938627,3084862,2489929,4148948
2021-11-07T14:40,3211348,3911732,3855484,2933257,2489235,3115203,1863377,4138129,2146702,3254052,2979697,2919677,3502204,3209835,2249055,2969872,2650166,2581383,3008912,3179518,2536156,3418747,3054286,3369011,2526597,2769757,3390192,3769950,1721180,2319844,3418947,3100636,2667727
2021-11-07T14:45,3234291,2770943,4459911,2418519,3459270,3312722,2392662,3326220,2823800,1690894,3617321,1467848,3657963,4303124,3610971,2597279,2138527,2159371,3199027,3425312,2338822,3376240,2056608,3367270,3443472,3204985,2486475,5057886,2770848,3238254,2777765,2768465,2363667
2021-11-07T14:50,2541750,5338202,3807357,2632757,2963754,3760534,2855883,4482280,3318492,3937644,3120440,2338523,3399703,2156016,3736988,3017454,2180345,3957684,3047328,2741585,3359926,3035663,3184503,3333870,1962610,3555765,2195832,3700836,2246596,1698424,1412314,2877119,3647340
2021-11-07T14:55,1840170,3309208,1575826,2506867,3345465,2364885,1710086,4038147,2722743,2946614,2535736,2044274,3749556,2795551,4666523,2304385,2810545,3471753,1517247,2730589,2838691,2622988,3378405,3211236,3587670,2309577,4137373,2434525,2025210,2395032,2521500,1129876,3755735
2021-11-07T15:00,2047802,4062302,2188791,2812718,2368462,3654983,2042987,4218928,2531655,2918416,3500672,2702965,2366578,3005671,3628453,3477227,1413991,2260282,3742638,2596643,2391943,3223853,3479048,3864333,3457736,2104788,2593180,3234820,2294092,2973315,3031324,3419581,2530328
2021-11-07T15:05,3653485,2674075,1783604,3084688,2500335,3163788,2698414,3178204,2544641,3554603,3711268,3826914,2692831,3573433,4260252,3779795,2168862,4284541,2911403,3344364,3200693,3069242,2708162,3631064,2767194,2266918,2358336,2352638,2025478,2836388,2319176,3952515,3474982
2021-11-07T15:10,2708529,4129107,2255816,2624451,2938377,2652424,1960998,3502829,2641062,2639933,3266919,2432305,2312006,2639054,3912843,3780427,2627912,2606390,2556749,2044774,1420139,3033119,3274203,3032879,2858211,3125161,4220333,2609430,2303117,3276000,2925302,3273306,3908994
2021-11-07T15:15,2611999,3735605,4055414,3944767,2922019,3936737,2593702,4048788,2135769,3757467,2280959,2856593,4622364,2799023,3823068,2186685,2672269,2335513,2708965,2473207,2544536,2689223,3914670,3913245,2759413,2593056,3558678,3455745,2404859,2565470,2429880,3093680,3402875
2021-11-07T15:20,3896937,4449796,2203987,2862835,2870778,3497225,3999639,5843832,2874898,2245416,4033230,1473654,2772340,2742255,4929483,3195224,3924719,2221479,2181318,2553938,3353692,1781153,2156092,4560449,3853483,2666651,3687236,2473672,2323033,1467888,3749825,2857703,3172005
2021-11-07T15:25,3652355,3442943,3242787,3131789,2499076,2043044,2877137,3056751,3192660,3265080,3494201,2258504,3225921,2253816,4555765,4128535,2026859,1827301,2280381,2990542,2113554,1978226,2588498,5438672,2751657,2314175,3372933,3827021,2262974,2486015,3519224,3527667,2994761
2021-11-07T15:30,3337215,3274752,3282342,3363939,3417500,2534013,2800136,3381262,2625124,2153013,3406015,2770952,3737266,3116211,3701671,3076127,2857160,3833964,2325778,3459343,2573956,3257052,2473816,3872080,2938605,2139480,3253112,4222027,1932317,1498442,2532510,2818771,2988815
2021-11-07T15:35,1533884,3896643,3708770,3950021,2675549,2234355,2546530,3664140,3195868,2489892,4075971,3306790,3509728,2746413,2811490,1893800,1352397,4087115,2451932,2301755,3053193,3654625,4190428,3079978,2552810,4517341,3249060,3342181,1763996,2882910,2945821,2168329,2719333
2021-11-07T15:40,2316178,3109382,1983405,3187545,1550897,3279007,2095375,3079656,2384288,2632571,2602772,2678727,3225955,4258178,3755193,3149340,3589274,2427137,2944322,3179208,2800646,2879728,3917627,3336005,2890363,3677062,2255986,3203886,2372853,1651920,2855495,2048193,3280353
2021-11-07T15:45,3449555,4171128,3986794,3820149,2795993,3057590,3969448,3981849,1773398,3773911,3032465,2731494,2960621,3428466,3856819,2661168,2939147,3321408,2512458,2440050,3541011,2223337,1793154,2425659,2353223,2560853,2757243,2586702,2677870,2501126,2622090,2427490,3210159
2021-11-07T15:50,2574045,3399707,2719165,2493404,3226205,3133320,2808667,3210580,3854673,2090458,2672954,2884386,2116894,3537887,3055548,2148447,2704812,3604087,2221812,2282275,3036069,3991203,3525181,2841486,1850572,2496097,2294543,3392699,1710469,2432234,2219654,2742032,2890918
2021-11-07T15:55,2778294,4387050,3864278,3327151,3138260,2872990,3039215,2693057,1766902,1793390,3925517,1519833,2884081,3145144,4377139,3062401,2808038,2782294,2263500,3221169,2699927,1688644,1939498,3974721,3018298,2044989,2309718,4033234,2879976,2918763,3256341,2996789,3278660
2021-11-07T16:00,3571016,5033112,4006575,4854961,3578868,2427612,2416880,4250799,3518443,3691266,3210965,3366844,2702910,3759641,2291330,2970028,1923421,2366607,2421355,2171834,3062609,3906433,2591804,4159490,3527539,3279729,4516001,2260121,1779599,2200673,2637247,3242944,3167297
2021-11-07T16:05,2697574,2851801,1862019,2748025,3313444,2675753,3076821,3254361,2343897,2824497,2174809,2459715,2867196,2962419,3090062,3060914,3295768,2525114,2397036,2811749,2581482,3047612,2583805,3927036,2987804,2034493,2704512,4168359,2115565,2882184,2675845,2810213,3190386
2021-11-07T16:10,2440080,2639106,3161896,2694287,2908983,2186420,2204256,2831440,3380653,2544230,1754639,2271728,3054406,2942849,3659870,3394563,2708781,4455165,2879951,3126855,2081121,5003614,3127208,2597940,2701618,3324047,2218732,5274164,1737493,3161411,2770014,3287178,4132056
2021-11-07T16:15,1103669,2513629,3087029,2829445,3162885,2666519,2698674,3663669,3588000,3834614,3217169,2306322,2789362,2071605,3768106,2128752,3169591,3526590,3654653,3991885,2365761,3525986,2195999,3576849,2754646,3482060,2392673,2928787,3104501,2794729,3250219,3213205,3215779
2021-11-07T16:20,3331508,3201533,2189394,2719998,2775366,2657226,2792159,3482259,2983630,3171282,2014450,3408966,2536789,3581071,3279257,3537854,3459855,2927197,1950885,3338489,2739300,3127941,3075826,4165270,3817021,3945778,2777081,3524583,1801662,2140866,2338890,3646035,3888533
2021-11-07T16:25,3422686,2886850,3875734,2612543,3174463,2551927,2481674,2521991,2718893,3356429,1380749,2707867,2728804,3402194,4383047,2613589,3093621,1991755,3081388,2665143,3167619,4251053,3010300,3528307,3482787,3395373,3126954,4097844,3662993,1225213,3045612,2597119,3621994
2021-11-07T16:30,2511246,4878080,3137977,3632671,2970227,2875120,3420552,3609630,2979106,5212929,2141299,3138120,3025977,3797132,3854657,2918071,2442591,3080300,2641766,3061036,2121941,2162606,2400916,4000803,2355753,3103743,3559575,3389740,1575306,1543749,3434555,3610981,2855385
2021-11-07T16:35,3497736,2440325,3325336,2656589,3234258,2627183,2084536,2923316,3075340,3247738,3845855,3139501,2448975,3389124,4483481,4260491,3228309,3140756,2305103,2259433,4812105,2893583,2254690,4221285,3637047,2551007,2698742,4541289,2141873,3505580,2725639,2151080,4595289
2021-11-07T16:40,3202332,4412386,3482914,3326412,2800815,3446042,2293907,5063980,3638864,3831322,3544243,2535208,3168995,3967911,6024304,3205291,2313593,2133104,2408864,2912467,3171875,1971613,2462933,2749320,1791464,3412167,3329773,4116840,1878879,2679779,2817514,2376559,4173359
2021-11-07T16:45,3790950,2822480,3872176,3077386,2821509,2427854,3080397,2179208,3414993,2683931,2762232,2919259,3345739,3725952,3664577,3825218,3218476,3547079,2463759,3103567,2584619,2610068,3515706,3306068,2713683,3410226,3096936,3200494,2112728,3097407,3411560,3172047,2666365
2021-11-07T16:50,3248694,4038876,3487105,3091725,3665945,2826446,2823296,2834450,2856924,1784261,3009662,2938098,3007628,3596461,4259308,2414341,1932160,2498432,3680973,3434144,3320786,3662434,3090233,3464452,3415364,3793391,2875663,3226768,2976524,2858654,2433891,3915336,2547908
2021-11-07T16:55,2230141,3378212,3411622,2558562,4266618,3261410,1527185,3435548,3180417,2213400,2476108,4487913,3053445,3310239,4699735,3634416,2544979,3419695,3724302,2772870,2720202,2789736,3257762,2927976,3592587,2497338,2785504,4519455,2594070,2592193,4257274,4161409,3808523
2021-11-07T17:00,2728229,2402762,3265313,4241251,3340737,2968183,2396825,3356668,3336722,3165120,3522828,2251957,2178077,2543169,3483448,3048706,2132077,2001374,2216248,2798143,3203524,3199951,2663404,3192152,3350179,3003205,3305350,2666296,2424166,2890403,3226096,2297112,2490281
2021-11-07T17:05,2294571,2465412,3493778,3687670,3334343,3819944,3720651,4524777,4279508,2976291,2662731,2299345,2292769,2615046,3214700,2340314,2921826,3512512,2630206,3519966,3837281,2398781,2992539,4090372,3250051,2621219,3396721,5587610,2599194,1979919,2725854,2753632,3226975
2021-11-07T17:10,3227332,3485296,2205474,2562166,2697108,3884690,2901155,2908231,3612783,3426785,3261842,3342166,2557378,3066855,3235213,2221286,3017931,2910220,2542626,3352721,2813166,4330649,3128132,4042161,2871359,2807052,3251105,4075603,2752256,2011889,3835942,3329832,3015316
2021-11-07T17:15,2378136,3017607,3473630,3386027,2690518,3729146,3276718,3316563,3106345,2989463,3237388,2824908,3127280,2243001,4345548,2885804,3600979,3238166,2102122,2842051,2771173,2791119,3680708,4292353,4386695,1931459,1824002,3406291,2569957,2911911,2736037,3733192,4035177
2021-11-07T17:20,2833071,3748801,3265512,2613345,2169377,2383604,3455346,3360590,1865243,2076604,4396279,1925929,2222839,3407375,3158952,4394874,3831080,2548625,2920108,3079891,2049305,3537211,3074012,4088070,1614784,1852205,2828203,4094797,1676357,2451678,2508236,3266124,2859606
2021-11-07T17:25,3101738,3864519,2562596,2817629,2341257,3779057,2318351,4457381,2830288,2881777,3298488,2510261,3461375,4105785,4816847,2773529,2313116,2310522,3447786,4398408,2689772,2814698,3734700,3424972,3536435,2939208,2917305,3824125,2561268,3001196,2159238,3630902,2806054
2021-11-07T17:30,3871394,3673017,2280148,2098270,2310154,3373901,1810571,4433217,2839552,2521384,3090190,1077539,4008614,3057540,3915511,3611057,1863554,2343862,1690873,3717839,2616541,3175003,3067381,3467920,2611507,3474696,3290636,3125959,2152689,2448644,3170297,3045554,3113726
2021-11-07T17:35,2988830,3529626,2171128,2885249,2892355,3662517,2136904,4169577,2976840,3555881,3867524,4178121,3077690,2872962,4828252,2434188,2784806,3099630,2908754,2435390,2974394,3209613,2604700,3424128,4498144,3272648,3522075,4203263,1289545,3459789,1858239,3789383,3181001
2021-11-07T17:40,2446869,3397694,2359884,3740500,3635607,2823669,2671232,3306552,2632443,2089658,2899126,3003149,3847342,4340462,3515397,2913856,2864863,1853346,2080328,2647471,2464998,2078664,2874501,3971873,2883323,4065074,3851518,3096757,1970539,2573776,2871969,3410209,3239933
2021-11-07T17:45,2929634,3121271,2304004,3448870,4278928,2573173,3977716,2529146,3336084,3245757,3239135,3459817,2792172,1935148,3765887,2935804,2720784,3270266,2614752,2437965,3268335,3478592,3094702,2930386,3484657,2579699,3267137,3410240,1818710,1593514,4010309,2446029,3230770
2021-11-07T17:50,4047148,3676540,3929623,3912618,2887468,1858192,1737604,2044784,1369649,2315173,2015428,2675612,3136862,2991642,2609058,4248028,2775348,3260003,3091690,4210000,3904358,1899699,2783338,3049156,3044536,2486469,2647461,3729643,1884793,2707220,2791017,2674243,3068053
2021-11-07T17:55,3784009,3116301,3498317,3937641,2533423,4112937,2250032,3762219,3098895,3941688,4359401,2357834,3250710,3968270,5205633,2239055,3043071,2934356,2642123,3248306,2372807,3471765,3451897,2919016,2525382,2181133,2873653,2756442,2048880,1706929,3113170,2813148,2214873
2021-11-07T18:00,2957763,2982792,3599313,2064895,2384725,3160294,2872243,4082958,2275460,2086021,3712988,1622934,3716624,3460473,4872413,2411962,2107082,2156795,1539288,2674666,2823552,3551208,2395007,2479754,3227428,2054459,2598743,4050552,2943904,2721031,3212112,2377113,3940922
2021-11-07T18:05,2885172,3281157,2942255,1667186,3939957,4254767,3663187,2565342,3014898,2958035,4471557,2789685,2731558,3175908,3676919,2370625,3088512,2072256,4275351,2237197,3610829,1706588,3193881,3218240,2695851,1755287,2943071,4437061,2730099,1847234,2575204,2481689,3981926
2021-11-07T18:10,2941960,3312314,3002416,3467150,2386340,4331774,2601040,4081040,2364031,2560038,2701708,2187551,3328126,2267605,4545027,3108205,2698982,4097520,3703946,2716818,3236242,2710743,4057787,3853793,4096241,3996164,3396435,3121917,2343411,2909134,2375301,2262490,2776451
2021-11-07T18:15,3703336,1745289,3114112,3124945,3296036,2956093,2421465,3847050,2867748,1646792,3188386,1686402,2494437,1723817,4077379,2138226,3508369,2543247,1422178,2319483,1779965,3543423,3179442,3542483,2383867,3244471,2519644,3879642,2798130,3129607,2476232,2179094,3041579
2021-11-07T18:20,2982109,3369644,2403708,2292147,1819327,2954497,2546104,3272941,3839254,4022280,2096868,2499137,3042760,2508163,2947237,1992353,2754496,2596821,3122103,2461207,2292123,3753099,2601926,4927562,3757052,3323539,3255246,2465809,1625823,2143941,4210645,3037841,3619644
2021-11-07T18:25,2663682,4785004,2817791,2415241,3662838,3528720,1812277,4005809,2244889,2649848,3609849,3599448,3150975,3204334,4553232,4142252,1920186,3791356,2773378,2988634,3937409,3850741,3150221,3718899,3252130,2420467,1754146,3413948,2194960,2297393,4648563,3328953,2814248
2021-11-07T18:30,2559584,4322665,2524481,2486116,2362856,3121795,2789790,3328005,2759508,3470223,2892033,2448465,2580123,3449290,3248887,2848850,3889976,3161174,2991130,4246785,2504827,2922677,2267505,4354482,3745398,4394431,3847961,4360784,2907417,3043663,2852107,2950177,2141642
2021-11-07T18:35,5053931,2823787,2830474,2938824,3430965,3253118,2589589,2706860,4243488,3432195,3257832,2184577,3893611,5299892,3825273,3135206,2242687,1552420,2635974,2812581,3618533,2533284,3655141,3736953,2022110,4635099,2639487,2323662,2562613,2655994,2239713,3309807,3386233
2021-11-07T18:40,3236843,3178889,2826698,3332657,4135752,2402468,2972560,2551380,1820578,2610554,3509248,2742252,3000212,3478901,3616205,3302724,2120404,3214581,3259156,2371958,2831330,2038243,2521490,2994494,4228227,1725747,3245071,4342979,2612093,1178723,2315496,2274003,3219950
2021-11-07T18:45,3449109,3574257,1957670,4306006,3101194,3411713,2450482,3050934,2780717,2752151,3459353,3815640,3645187,2667342,4362367,2936531,3087981,2209983,3589594,3339704,3314045,2303762,2154297,2019108,4180952,2891599,3142881,4782523,3136436,2836994,2079282,3651265,3335818
2021-11-07T18:50,3467791,3818391,2860673,3132614,2180497,1161824,1928267,3385445,2790671,1938040,3476577,2469408,3847944,3786838,3605047,3862297,3028205,2628733,2445806,1901709,1597589,2859717,3439762,2494179,5176814,4266297,3200417,3649361,2800523,2118589,3828741,2929814,2818099
2021-11-07T18:55,2942177,3114682,3575950,2936594,3879535,2338000,3181016,2678092,2064924,2814303,2452784,3127897,2589816,2374386,3345127,2158148,3114832,3255801,2187203,3341874,2623821,2610777,4396000,2892691,4254311,4056651,3193227,2945715,2576848,3028085,3287292,2194605,2888365
