mtime,AI,AM,AP,BS,BT,CI,CR,CU,CZ,DO,DT,DU,DV,E,EV,EY,GK,IJ,JR,JS,JX,KN,KS,KT,KV,LQ,LT,M,NO,NR,NW,Q,RW,UV,Y
2021-11-03T15:35,4108492,3198934,3737844,3684092,2920585,4540661,3909326,3869441,3383047,5112950,3269555,3890000,4477554,4317559,4506291,4104574,4611761,2769915,3681987,3732464,2757229,2155216,4661543,2644481,4694029,4396249,3201138,3747793,3410021,3688972,3691052,2809503,4529723,3719183,3100839
2021-11-03T15:40,3290954,4194849,3882066,3673257,3627145,3871068,3216676,3609565,3764183,3463054,3457861,2906320,4823785,3412822,3777637,2650355,3600441,2951539,2797781,3906947,4067762,3197878,3264646,3987111,4044996,5163780,2481551,2919485,4110199,3345472,2842371,5285752,3335879,4674918,3263426
2021-11-03T15:45,3472079,2499313,2136175,5068889,3306777,4007651,4277435,3186141,3056368,3892721,3569488,2396577,4631212,4090337,3517371,3885542,3809757,4741160,2153259,4841980,4004563,3548813,4232579,3401294,3656800,4632094,3629614,3766953,4130794,3672663,4168399,4413992,4096043,4265334,3651173
2021-11-03T15:50,3968001,2585748,4636659,5054008,3227549,3498024,3384425,4866285,2843028,3732258,2879790,3070854,5124991,4279539,5144488,3959896,3840152,4088788,3245592,3960101,2645385,4653704,5824142,4013747,4979831,4320859,3121727,3237028,4010137,4372489,3602528,3602090,5122646,3810834,3960318
2021-11-03T15:55,4364166,3769615,4136696,3939554,5583384,3815394,3748883,3571521,2739361,3632944,4462266,3148576,4972551,3948356,3712144,3455084,4782824,3641680,5061471,3369809,2868097,2741614,3506357,4215047,3069040,2967425,4502258,3762016,4593329,4256704,3863327,3763526,3346150,3347765,3829208
2021-11-03T16:00,4267690,3585580,3734341,3006944,4467294,3478362,3946940,3664898,4131116,4810670,3985313,2841663,3357734,3842048,4309085,3107305,4874027,3400613,4136803,3007072,3235836,3506900,3874142,4755602,4463519,4200544,2478766,3820343,3155590,3249290,3734512,4348100,4042128,4988218,2753926
2021-11-03T16:05,2580124,2537861,2850019,4927536,3411786,3621831,2898914,5076247,2542767,3835326,3400387,3750691,3593760,4578736,2884760,3383665,4940308,3994400,3880939,4302860,2869973,3524460,3198694,3573566,3164515,4922544,3712893,3951595,4306354,4244636,4198329,2991559,4323249,4142107,2444888
2021-11-03T16:10,3319619,4256275,3271594,4595123,3439328,3740099,3230326,4458838,2846376,3515332,4706424,3623529,3784079,4256179,2778120,3495056,3256988,3572515,4926455,2395196,2339786,2890345,4133172,2810280,5932971,3969526,3461226,3554297,4618226,4323370,2930130,2631007,4684183,3300798,4366106
2021-11-03T16:15,3285316,3421582,4633451,4101414,3638078,3318181,3937178,3813990,2696456,1483366,3027167,4172524,3841703,4984330,4928063,3486624,3339321,4820710,4224808,3332232,3725470,4330762,4090477,2289948,4538410,4280578,4134877,3703351,4739958,3158370,5235977,3693441,3028914,4373416,4358776
2021-11-03T16:20,3007531,3796399,3860883,4384664,3581527,4959108,4099846,2753880,2578665,3811676,3060527,4292130,4659641,3235833,4795182,4156556,3712232,4277871,3217801,2821203,2035600,1619621,3873562,3263351,3435893,5359236,4112298,3134663,3094829,4208368,4087389,3242331,3683324,3675217,3986039
2021-11-03T16:25,3573363,2798361,3765339,2699589,3643014,2462751,3621837,5117399,2843586,3927154,3493302,3617831,3874414,4896121,3800223,3116727,4341234,5437165,3733642,3902093,4512317,2245613,4806308,3632615,4606596,4354497,3114944,1818793,3507205,4796838,4731552,3559349,3527955,4324031,5045891
2021-11-03T16:30,5460394,3433825,2285535,4453184,4873539,4118216,3497526,4735690,2772140,3312660,3955487,6256416,4581179,4709417,4584715,2811997,4258684,4562793,3726196,3459092,3458961,3124759,2426563,3747659,3414162,3060073,3225565,2697729,3478513,3907286,4433562,2597264,3077600,4620643,2615035
2021-11-03T16:35,2470542,4174035,3280996,3179209,3529082,3570814,2019077,4384164,1728701,4156431,4365690,2944218,4047731,3293320,4917039,3733292,3915660,3508538,3544207,3668744,1996896,3725339,3080084,4651765,5510872,3757434,3570769,4301711,4381189,3544848,5528179,3302999,3500402,4269124,3264675
2021-11-03T16:40,3954852,2756020,3113455,3960889,4655943,2402163,3785406,2349180,3104949,2731971,2526299,4303937,2902135,3700034,4248177,3717040,3415879,3521337,4065283,3147703,2195061,3885823,3519105,3464458,4114684,4968899,2648996,2583313,4072896,3655727,6109260,2363609,5374183,3646783,3715030
2021-11-03T16:45,3164605,2993020,3117291,4403987,4035880,4131687,3838719,5030622,3683688,3179665,3099011,4286042,3938134,2149335,3801991,3411759,3467431,3245143,3458094,3915033,2268155,4238336,3407397,2506346,3400805,4852909,4234326,2614595,3134609,3343467,3359182,2547051,4084619,3052163,3579319
2021-11-03T16:50,3759118,3775373,4439259,3496913,4592513,2899289,3780828,3390459,3714814,4408840,4294257,3658996,4448713,3126563,3381722,1615970,4861691,3623574,5094732,3669789,3748547,2889703,3290664,4409407,3954261,5766203,2823514,2870840,6040207,2838089,3703664,3137557,4752989,4473934,3654277
2021-11-03T16:55,1825408,4115307,2724988,4325606,3445619,3746877,3824616,3210723,2250907,3172015,4360607,3122874,4361000,4194754,5697627,3929050,3942491,3411393,3658904,3277741,3214585,4915375,4088809,3934496,2770344,4247009,3994891,1732045,3998908,3028877,5545482,4121464,3925293,3993693,3628546
2021-11-03T17:00,2248354,4108325,4422813,4728488,3237361,2811937,4037788,2810704,3509084,3957455,2750390,3861166,4519882,2030192,2735791,3941179,3683777,3589763,4320790,3887064,2963791,3644587,4489830,2789508,3213303,4005368,4350420,3110794,3074587,4226671,4892630,1956957,5273647,3999663,3032851
2021-11-03T17:05,2972036,3800953,2992401,3788774,2727640,4437956,3872535,3361441,2196315,3594809,5153878,3910555,4511461,2811449,3286224,4609261,3809374,2318687,4567623,4516313,3297377,2562311,5451633,1596400,3246352,3150661,3092399,3324635,3378423,4384104,3232757,2542858,3658373,3730488,3007638
2021-11-03T17:10,2571815,2756094,4057451,3235807,2792397,4600671,4071647,4200343,3879028,4758384,2675332,3314079,3492739,3755272,3469434,3757090,4634270,4929861,3754040,3789255,3502475,3232164,4406708,4917437,4973185,5976560,2875132,3225438,3149417,3653729,4668136,2583367,5042276,3953494,3241316
2021-11-03T17:15,2758026,3632514,4177987,3245506,3144100,3563612,3958340,4524096,3803919,4531002,3464844,4580419,4333927,2966612,2416741,3626400,2254604,2311142,2589832,1589128,4256082,3470829,4232266,3490925,4762837,3752713,3126567,2083819,4427745,3048640,4124385,1960580,2336183,2950764,3742785
2021-11-03T17:20,3482408,3295437,4645255,3205873,4172169,4644011,3854239,4262177,3403579,4024506,3264887,4225409,4109645,3328016,3817565,4353914,2650036,4383005,3254094,4512983,4272954,2426545,2545015,2999905,3570409,4840238,2541342,2958475,2815318,3598528,4367520,3097960,4027261,3083308,2549288
2021-11-03T17:25,2109677,1730783,3097913,5852492,3314581,3780890,3418462,3511164,4514687,2465205,3298005,3244627,3488682,4710236,2662329,3682326,5437382,3652921,4446787,3167962,4651324,2615181,4432600,2547680,3623661,2749165,3020279,3638803,3236602,3570171,4807807,3730932,4068418,4165837,2892116
2021-11-03T17:30,2989248,2762535,3695641,3886753,4482589,3374902,2972289,3132139,3451421,4155257,4132219,3551338,3418421,3150473,3000781,4013510,2939159,2633235,3286558,2793856,2728754,2605242,4830330,3598719,3672726,4763310,2859956,4941187,4676208,3159326,2833724,4024184,5064128,3899917,3763915
2021-11-03T17:35,2847210,4153654,3261180,2835475,4490666,4245638,3258233,2966179,3297663,3698431,3092153,3018308,3587055,4883126,3416846,4409271,3693338,1995425,4426829,3424430,4693925,3013765,3244147,2424838,4309880,6033355,2978246,3175912,4349285,3207858,4520789,3509213,2493840,3455496,4711767
2021-11-03T17:40,3760982,4770713,3016475,4658762,4498135,2758547,3205255,2734375,3164007,3670671,3777364,4350505,4273761,3189714,4471418,3877254,4739757,2934527,4002880,4128715,2953122,3901024,3298335,2460002,4812693,3858310,4817047,3034628,3308580,3858105,4556778,3893617,3889994,2709723,2857364
2021-11-03T17:45,4393838,2890629,3385439,4010327,2709651,4168579,4239506,2993280,4002578,3094405,3613866,4067465,3778046,4110455,6098157,3737968,4031898,4761025,3533901,3982180,3621485,3543979,4167362,4274379,3334575,3083663,2761559,3506341,3123588,2918440,4648988,2047673,3339622,4102047,2236674
2021-11-03T17:50,3415241,3036457,3613596,4865864,3017925,4599602,4354311,4418627,4087844,2765919,3870806,3760125,5475555,3781791,2760952,3374667,3315938,2825464,2950600,2824349,3306437,3190052,4820544,3843371,4593212,4737409,4999316,3323307,4183096,3719173,4441055,2362811,3813335,3211090,3818077
2021-11-03T17:55,2964544,3184459,3315657,4399829,2698117,4574488,2955488,4086666,3971634,2993615,3456025,4166395,3698581,3490611,3553909,3016586,3303461,5359760,3176306,3282437,3479195,2744661,5867683,3995704,4868023,4013202,3042087,4005327,3867328,2651113,3163115,2099239,4018856,3070818,3692858
2021-11-03T18:00,2238639,3207432,5443760,2972321,3910597,4937392,3335507,4897070,3162796,3904880,3886138,4059001,4255968,3486049,3933184,3782370,5181920,4143118,2853536,2733331,3683083,3193115,4134381,2212600,4311190,4135674,2947990,4122118,3559043,2867315,1867431,4607383,4111839,4362960,4651913
2021-11-03T18:05,3193218,2027386,3769508,3295290,4365827,4104935,3649902,3260248,2976230,1986267,2657119,4233020,5941310,3830897,3410687,3643910,2367187,3678123,3393252,3427997,3789799,2441567,4185339,3031880,3560713,4437924,2714337,3218279,3724701,4643237,4209373,2787354,2985644,4037264,3562577
2021-11-03T18:10,3057634,3030802,2909286,3222896,2715191,4081739,3991194,3982173,2149698,2381601,3405541,2346454,5833068,3602025,6205112,3660409,4657901,5285106,4620544,4269338,2719154,3972291,2886711,2982240,5195300,4231568,3999200,2142784,3925108,3577965,3985981,2283344,3425984,5833895,3265111
2021-11-03T18:15,3457306,2674219,2349189,3046915,4854628,2861710,3545752,4025268,4014467,3083297,3523134,3963712,4920274,3659205,4139214,3507724,3931101,2924014,3116157,3370033,3683003,3411050,3336609,3660035,5566766,5198169,2852276,3664457,3771718,2694778,2784948,3421451,3782254,3643240,3126283
2021-11-03T18:20,2958746,2947825,5011623,1783918,4717731,4129044,3326755,4071054,3037349,2865995,4567514,3605780,4193599,3840723,3347758,3442725,3517137,2944721,3765788,3701865,2795747,2496562,4740555,4605031,4418447,5913590,3750200,2003969,4246488,2608038,3031608,1994906,4246086,3658675,4405231
2021-11-03T18:25,2808355,3172492,2909932,3618182,4375297,3646278,3009584,4769396,4138223,3273338,1953308,3873337,3784188,3281726,3246615,2560230,3662713,3604641,3799411,4282102,2519655,3676154,3820548,2214722,4136437,4903656,3046449,2625001,3877023,3661450,4044338,3626917,4140703,3642101,3399020
2021-11-03T18:30,2976382,3117342,5728956,3152896,3946272,3600775,3814842,4646988,3652885,4012434,4521704,3227214,4270358,4131036,3885669,3978930,4552640,3853447,3244047,3245201,2244906,2670316,4654968,3375368,3705737,5486400,2546513,4087679,4803656,3289168,4271922,3305230,5059999,2565481,4046849
2021-11-03T18:35,3077450,4206563,2382727,2964167,3833064,2467335,3552673,5224787,3903579,4105819,3297584,3313046,4777993,4037266,3941001,4218092,3249463,3956767,4398054,3400387,3694897,3859976,4174790,2748548,5097913,3987445,4358617,4317434,2598673,1988021,4591002,3375678,3417438,4468008,4888278
2021-11-03T18:40,2900968,3160466,3185005,3452162,4387541,4062339,3947103,4489642,3222787,1936706,3441285,4457159,4460746,3997071,3302143,4504711,4270728,4787618,2552462,2831003,3629272,3228305,4885535,3337304,4090808,3625421,3183721,3199681,4224078,3171768,2881326,3297101,4703945,3343625,2165504
2021-11-03T18:45,3422746,3949614,3051395,3859831,3815488,4089999,3788524,5029186,3529653,2620699,1970090,4512528,4332669,3637053,4161493,4232410,3688164,3589900,3320755,2769293,3337890,4213575,4634222,3675442,3281981,5666790,2306763,2865932,3275760,2632136,3843589,4871831,5239906,4451649,3989014
2021-11-03T18:50,3217568,2150026,4156594,3643715,3402548,3513238,3140520,5108131,2918884,3669370,3932226,4603140,4034123,2778361,5681006,4225325,4350409,1969593,3563823,4078607,3770591,2336674,2868912,3080305,4073487,4009001,2983579,3400935,2979785,3694129,4273540,2499235,3967121,4054390,2970515
2021-11-03T18:55,4058619,3506693,3919114,2963200,3413225,3985740,3517867,4550312,2595160,4073481,4003672,4546582,4307888,3074511,4574166,4364370,4387454,1981738,2436005,4006271,2449262,3328744,4153606,3035133,2768141,3783114,3330185,2793807,3393125,4650503,4312073,4058827,3906183,3603597,2859740
2021-11-03T19:00,3293064,2887342,4645135,4636509,5088466,4804207,4521616,4041313,3510662,3276154,3287987,2916889,3395961,3303933,4047544,2748311,3125091,2656133,3116080,4507604,3099903,2555339,3497866,2835246,4377728,3821816,3458244,2949133,4110427,3597085,3963858,1949191,4701349,2264851,2500266
2021-11-03T19:05,3051235,3919446,3142487,2938496,3668255,3517984,3552185,3653377,3242989,3017145,3125454,3174267,3691141,4106443,3463852,3392240,3711713,2189092,4573393,3472870,4545181,3108907,2884291,4191934,3841587,4351696,2469593,2780255,3641907,3859716,3811412,3830776,4157653,3233503,3280795
2021-11-03T19:10,3514616,2316415,3488660,4274142,4622237,3684188,3064951,3702169,3905373,4469923,3373664,3071679,4547146,4247088,3000477,2653094,3851889,3079232,3185814,2915083,2644199,3228938,4554180,2107217,4086640,3436827,2558787,3661226,3081495,4067409,4025464,2791241,3397305,4744285,3086082
2021-11-03T19:15,2663667,3011354,4847113,3974449,4144987,3910351,3743411,2960261,2929347,4344777,3528189,4040142,2254092,3292299,4428959,2750166,3826276,3949836,3334179,3503455,2959543,3436040,2927507,2925918,6221420,4527118,2498023,4014822,4016421,5210166,2811399,4266527,4459108,3470650,3852622
2021-11-03T19:20,3543042,3366567,3194911,2782884,4441382,4620660,3381553,3346943,3907274,4189490,3745473,4846250,3753935,2972467,2286803,2383923,5203108,5739083,3904654,4320320,3312342,4123907,3941565,3960057,4807516,4176943,3446669,2768657,3975558,4173184,3657126,3600830,4420317,4524253,3072097
2021-11-03T19:25,3753615,2910396,4887099,3676013,4143173,3044639,3380037,3204375,4041034,2683251,3645369,4227190,3261528,4634699,2858126,4067815,3089026,4231311,3390641,4314751,3139305,3058005,3007935,3388302,4765704,4232159,3027278,3305982,3310975,3736121,3348936,2965617,4500122,2892522,3447968
2021-11-03T19:30,3130918,3447493,3375698,3995562,3303386,2420361,3226985,3414972,1468776,3536611,3778415,3804236,4457931,3372161,4490320,4856506,2792328,3945678,4235974,3788986,4155416,2171757,4613404,2706528,3897134,3914402,3220620,2764617,4412546,4024241,3647566,4402855,3917373,4476595,4232289
2021-11-03T19:35,3405627,4054693,3153552,2993730,3613336,2237637,2823489,4071723,3868502,3976522,5336437,5136812,3872158,3888181,5019230,4155945,4474470,2780905,3751819,3629135,4005392,3963237,5464923,3893633,4721725,6048504,3680767,3372874,3136385,3399381,4033239,3107015,3016913,3477958,3554521
2021-11-03T19:40,4572515,2240981,4836458,3183289,4187927,4325255,3604232,4303280,2933551,2062581,3794947,4437414,4241834,5002007,3740168,3372716,3762901,2759718,3744620,2463197,4278698,3982911,3806875,2568790,4737653,6068724,3291416,1998077,3896756,3756274,3154422,3616399,1712000,2205328,5150235
2021-11-03T19:45,2306887,3832711,4183654,3436813,4182770,4673812,1955253,6070659,3023098,4731527,2816808,4869963,3315691,5202243,3424629,3753677,4283698,4201147,5372028,5332463,2505954,3540153,4139700,2832339,4967575,6467583,2792267,2286012,4325665,2875570,3505665,4241683,4673109,3409480,4042203
2021-11-03T19:50,2278402,2958001,3268739,4451291,3720767,3394413,5453752,4416133,3591162,4302973,2625267,3266929,5083334,3496317,4692068,2819192,3694934,4188061,4731612,3527096,2690253,3773067,4026416,2994117,3630537,4885196,2911374,2539727,4765912,4174075,3981845,2304957,3840984,2786656,3374213
2021-11-03T19:55,2895317,2531034,4224924,1851530,4057088,4577670,3443973,4829570,2117222,3803947,3202011,4458009,4982367,2114177,2939437,2886749,4210640,4491799,4511828,3705966,3587760,2770192,4626894,3121608,5430873,4013398,2598871,2639659,2984872,3418563,3346541,3876188,3929396,3778815,3715104
2021-11-03T20:00,3563072,1698397,4193555,3121467,5371053,2606320,3552945,3432482,3695528,3670485,3647549,4835872,4313324,2739701,3409597,4089481,3371581,3942405,2206169,3346325,3558240,1660490,3595745,3504191,4333493,5540335,2095482,3824191,3076677,3578969,2892420,2663981,3926358,3144730,4371703
2021-11-03T20:05,2941296,4224267,2900911,1754732,5204974,3915832,3375820,4259150,3186535,3304407,2642161,2624915,4242622,2947276,2915898,4281833,3380245,4305478,3305432,2084573,2877874,2607163,3733742,2819814,4543537,3611673,3393074,3274800,3091823,4709002,1705892,3760436,3176821,4264954,3688037
2021-11-03T20:10,2962548,3007946,4498599,3745710,5730619,3378130,2977845,4109638,2662035,3886334,2994895,2414654,4030313,3284797,2909091,3684498,4898655,4466139,2576770,2899216,2398224,3400751,3517239,3039237,4276601,3090303,3711919,2518753,4479065,3043899,4027656,3355741,3910471,4509758,4432907
2021-11-03T20:15,2924928,2322535,3403978,4183850,2951314,3192593,4491626,4303155,4329001,3889012,2786657,4571387,3985198,3660092,4488565,4065348,3223609,3764281,4461821,1803489,2577126,4691775,4339496,3602758,3046597,4358029,3647546,2067567,4091688,3172738,3976219,2645425,4857953,1933079,3094893
2021-11-03T20:20,3172310,2469427,4208968,3585173,6045175,2857199,3243130,3968064,2751647,4021646,3272588,3465442,5261942,3484644,4052230,3005403,3938724,4792688,3827853,3179125,3432636,2388708,3557176,4559786,4680064,2822509,2236109,2585159,4567827,3064222,3864553,3409822,4112353,3503291,4772814
2021-11-03T20:25,3527748,3123465,3989465,3943846,3860054,2785811,3703943,4980742,2819490,3349871,3036602,3850397,3435481,4946829,2606973,3829215,3360594,3429765,3628898,3017118,3713075,2982738,1607485,3594608,4132449,3927028,3279851,3160070,3393943,4107775,3069125,2857842,4000309,4425527,2008814
2021-11-03T20:30,2999330,3549774,3600315,3948510,2996970,2494257,4164296,3506443,3529750,4296183,3214703,3712379,3168909,4557513,3148689,3785103,3646391,5454855,3211450,2139254,3948830,3806926,3997553,3024370,4022696,4145767,3766679,3223663,4787602,3315395,3335292,4383726,4171521,3907524,3605522
2021-11-03T20:35,4585867,2941138,2755498,4197050,3192235,3686377,2467644,4274005,3301924,3436339,3854697,3966069,4103815,2645174,3712105,3196398,4528037,4592605,4472808,3669936,3712143,3647830,3155696,2630014,2464155,5322684,3042226,3055301,4800378,4431314,3302683,3451399,3717773,3241460,2248695
