mtime,AB,AL,AR,BF,BO,BV,CH,CO,CZ,DI,DL,DM,DO,DS,EF,EH,GS,H,HI,HP,HS,HT,HW,HZ,IU,JR,K,LO,NS,NU,OV,P,U,VW,XY
2021-11-07T13:20,3472335,4292839,4563376,3663911,4307907,2437215,3634831,2729978,3922422,3747889,4094130,1942452,3610058,4031264,3329383,3814115,5283458,3819171,3939410,3774389,4838180,2937140,4010960,4194451,5544999,3860439,3732802,4908142,3371048,5864327,4084586,2668994,4348437,4275707,2525841
2021-11-07T13:25,2551007,3809807,4283313,3771398,2552088,2575951,3873526,4995275,3002060,3676537,5012310,2417988,2485903,4668176,3905827,1541821,4473537,4901245,3574708,3355685,4075752,3884636,2181961,3387943,3124053,3977943,4000064,3295776,3952757,4723860,2912788,2341055,3229509,2585288,4460220
2021-11-07T13:30,3605962,3777658,3005093,2593328,3140135,2527566,3687820,5143749,3796469,3560467,3778403,4064479,2597098,4343129,2725147,3845501,3010375,5002927,3654701,4180581,4811065,3213304,4612737,3414776,5036273,3955716,3241626,3300434,3767058,4591114,3206829,5145119,5496414,4203240,3326065
2021-11-07T13:35,5097493,4212858,1817932,2966750,3293028,4109691,5078216,4105661,3462797,5248698,3564393,3900238,3835215,3270049,2599123,3032633,4625825,4403851,4053086,3408845,2293628,2313719,4618078,3929884,3462494,4475652,2843678,3543692,2197714,5006580,2773931,2221408,4896451,3783614,3982373
2021-11-07T13:40,4309584,3848912,3123667,3001859,3777810,2647319,5522816,3449563,3722832,3049791,4946960,4384802,3009451,3123473,3775483,5140539,4719139,4718883,3826703,3214274,4315977,4145498,4484759,4669793,3708577,4955900,3307774,3392884,3326303,3786014,3249551,2890100,4857441,2353981,4426574
2021-11-07T13:45,2757091,4901793,4573739,3681820,2248800,2670919,4129794,3418870,3997035,4212755,3865420,2418387,2250101,3765675,3750741,2741308,3729545,3485718,2674139,3669589,4728209,2986252,2886142,2631332,3207561,3925993,5168900,3224548,4067462,4924381,2850714,3549604,4220036,4225825,4126610
2021-11-07T13:50,3994443,3557351,4012968,2932930,4182017,2752572,4429110,4625164,2739110,3383749,5177550,3682903,2776238,3643140,3384681,3446978,2410473,4029732,4208041,3024966,4451788,3347819,3453163,3494784,4617818,5665825,4910296,3204284,3741609,2782681,3553609,3277820,3249885,3880203,3690538
2021-11-07T13:55,3120644,3240738,3521189,5116711,4163705,4110917,3688070,5057096,3543745,5450205,2700324,3742877,2418485,3842660,3300543,3105814,2951353,4148804,3901788,3211392,4232616,3156884,3207913,3524989,3787838,4198198,2749559,3418303,5385600,5301085,5018637,3365212,4585291,2533616,3636555
2021-11-07T14:00,2171460,3872709,5039455,2866570,4189823,2908898,3152617,4717766,4059863,4983686,4455647,3571149,2744281,3296202,4383373,3985335,5408620,3703298,3270358,3972592,4176802,4371887,2563177,3081881,2798693,3773676,3273969,3755915,3495449,4691552,4168100,3615135,4116303,3989350,3866910
2021-11-07T14:05,3275709,2206425,6551661,2394148,4020160,3497342,2530551,4567177,2689244,3080677,4569687,4370445,2366427,4212549,2841232,3621488,3958127,3460644,3038703,4643911,4307511,3100145,3206392,4611536,3012117,5260538,2567241,3673186,3992119,5197417,3946428,3833840,3333913,3761125,3410335
2021-11-07T14:10,2860946,3506817,3601340,3875629,3881263,3247459,3268111,3466419,2777182,4230629,2243340,3788390,3403848,3392313,3536548,3831919,4568437,3808145,3528439,3860641,4156239,4281566,4054306,3019569,4583489,3471103,3769666,4892106,3932324,5027569,4007708,2994163,2816079,4876549,4308016
2021-11-07T14:15,2821950,3931327,4398830,2961798,4165434,2713178,4265626,2255274,2711732,4044042,3688418,3475779,2977171,3884733,3629279,3947846,4091371,2267644,2513500,4067004,4343216,3582957,3558586,5181249,3228011,3570940,3296950,4172325,5059104,4258428,3510625,4067740,4013068,2951950,2657959
2021-11-07T14:20,3019669,2805917,5230334,2933948,3177637,2334230,4862487,5286115,2648359,3619892,3227159,4075845,4325903,3052536,4142003,5535798,4431485,2485855,4678242,2328172,3207509,3437738,4285601,4094399,3792422,3287561,3651113,3999229,5046421,4376609,3331683,2069432,2811786,4032663,4251256
2021-11-07T14:25,2939529,3034304,4365133,3847621,3298271,4223313,3302711,4382137,3032847,3041031,4173511,3127044,2837211,3623755,3788456,2987845,3590035,5710811,2479798,5095078,4827785,2243552,4183996,4181472,4733448,4392375,4005346,4810870,4342443,4073214,4299301,3948344,5759889,3742764,3477901
2021-11-07T14:30,2414118,5308194,2927825,4924252,4664944,3154045,3279210,4218291,4234279,3911636,3675570,4333587,3894867,2745319,3639963,3073873,4638404,4058026,3637684,3688438,3480303,4420173,3716039,4633001,3361645,3879380,3696280,4130981,3989961,3802524,3255987,3290753,4316067,4213951,4551247
2021-11-07T14:35,2971365,3426237,3542231,2932110,3596450,3837887,2984362,3457728,2266492,3529105,4083831,2783124,2614102,3719141,3086461,5174164,4019619,3636322,4357575,4935222,3921477,2971429,2796022,4364811,4165398,4303470,2940277,3272279,2275055,3807735,3037938,3765401,3920203,4043599,4855510
2021-11-07T14:40,3223390,3156506,3143194,3657316,5265245,3586264,3416939,4360706,1935911,2710870,4086144,3049324,3904011,3880006,3540952,3634647,3650480,4389069,5929637,3566711,4107746,2895041,3058326,4098473,3592568,3762121,4142060,3396768,4431298,3086913,3864633,4290017,4058211,3896187,3652684
2021-11-07T14:45,2721691,4365529,4606552,2134066,4655332,4215626,3926453,3950706,3253358,3971555,3525719,3497436,2569298,2861616,3073445,4422939,3404408,4236340,2506620,3595622,3532712,3298913,3042950,4341790,1200972,2692883,4829013,3882382,4184302,4405624,3660978,4369526,5001487,3598685,3788319
2021-11-07T14:50,3455307,4103728,3345958,4268190,3312574,2560690,4391010,3410227,3423799,4854237,3514452,3032515,2929503,3938957,4303171,4131066,4810312,4745205,2626801,3201453,3252142,3602846,3917469,4558181,3979385,3192967,2748888,4112264,3128718,4103050,3169926,3297669,3451100,2628095,4362806
2021-11-07T14:55,2062523,4151518,3446742,6376869,3341954,1759414,2260419,3229101,4298760,2907663,2893245,4575253,3114907,4709898,4355559,3228301,5108890,3610125,1718401,3257636,4879291,3871681,4463383,3770681,4355439,4353498,4254595,2678104,4115950,4804293,4041861,3931428,4134060,2777506,2923231
2021-11-07T15:00,4414639,3575301,4208155,2722091,3468590,4009864,3725869,4789936,2785929,3368739,3750283,3970769,1969173,4384662,4108105,2945363,2254404,2421719,3341269,5141931,4003389,5989386,2900506,3698701,4329003,4557318,5204127,2639163,4119261,3603028,2613794,3775949,3656560,2904356,4472653
2021-11-07T15:05,4289506,2777722,3736847,2972898,4321107,2817666,3631775,4253564,2471932,4619629,3540106,2791622,4445657,4395530,2725271,2784535,3954202,4570776,3439632,4493070,2688152,4693439,5022658,2022074,4566157,4044961,4120248,4016082,3486387,3433814,3713452,3241061,3704014,3221708,3727318
2021-11-07T15:10,3486365,3934106,3462970,3930616,4852913,2373516,3434562,3359511,3469809,3760523,4152318,4079401,2851716,3330833,1831105,3395842,4904793,4895447,2521319,2215779,3643028,2870622,4330478,2341152,3304549,4395450,4459956,2995327,3528337,3472585,4453265,4316856,4379619,1761956,2910332
2021-11-07T15:15,3818547,2478123,4245075,3221891,2745449,3535397,2594163,3961957,3962191,4949541,4358234,3923780,2745031,2612472,3946881,3813076,2792513,2624747,3386475,3331915,3782401,4057480,4098508,4786648,4173694,4034508,3556888,2952594,3821976,4840657,2855694,3019718,4014282,3983907,3827225
2021-11-07T15:20,2724926,5098180,4875937,3853616,2808559,2596760,2673177,3935355,4031906,4230995,3747020,2865909,1753547,4523834,2551796,3512993,2064885,3949843,3677961,5202717,2222823,3954930,3378235,3601962,3144772,3721721,3695527,3464634,3373577,4088978,3264455,4025541,5207820,3227393,3378713
2021-11-07T15:25,4580555,3566815,3660540,3654335,3493895,3133293,2507065,3385947,3905559,4059182,4767363,3032269,4070591,4585808,2436122,4336079,3188033,5045158,3937098,4565365,3318778,2764905,3349685,5183954,3634932,2949851,3882560,2852528,3758527,3687337,3855065,3602849,3799053,5296601,4461805
2021-11-07T15:30,2920349,5498620,4783036,2967991,3952065,3920708,3770447,5046327,2684870,4036179,4582177,3602351,3109406,2905171,4081546,3387121,2513753,3387154,2305103,3587328,5259695,2930584,2765995,4618875,3132869,3112301,3898302,3865094,4725274,5386654,4440465,3221574,4785843,3147769,4539210
2021-11-07T15:35,2489839,3722455,4487775,2903576,4682852,3094931,3666828,2819178,2167066,4307251,3347838,4024312,2728481,4355509,3119581,3751194,4656349,4060852,3796435,3839364,4173382,3425916,2004785,4108939,3534099,3411649,4829260,3656781,3348625,3444722,4295188,2792621,3575914,4366357,3218284
2021-11-07T15:40,4270619,2823722,4696923,3612363,4637430,2705768,4282413,4357660,3408296,4312543,3514499,3270397,3151001,3612287,3657611,3089390,2787739,2507248,3885701,4220212,4137372,3717578,4894126,3093201,4277179,3630423,4842078,3124387,3599712,3115808,2824339,3512188,3126554,2373774,2415319
2021-11-07T15:45,3909872,3267208,4258200,3076851,3859492,3156772,2886742,4106989,2325162,4485911,3451377,3332999,1738933,2500753,4282508,3509023,3403280,3281285,3190741,3993152,4914797,3741224,3654038,3216693,3182374,4825510,4165694,4111816,4131535,3987097,2832296,3181879,4912021,4628262,3282953
2021-11-07T15:50,4044421,3843060,3928001,3889954,3026579,3465937,3170940,3559034,3156098,3701173,4231978,3142756,3031912,2887841,3040369,4767218,4394301,3987891,4207268,2286076,4495038,3574150,4711453,2952604,4837233,4285095,5140800,3896365,4575302,3869417,3521866,3081239,4350705,2151892,3578304
2021-11-07T15:55,4714975,3511740,4633607,3681982,3778538,2011526,3163010,4735915,3392619,4113279,5113184,2846556,3295965,2456838,2353880,3174342,4806366,2904493,3359376,4172763,2397377,3177011,3224871,4450844,4296662,3459357,4108024,2205151,4372558,5361922,3876128,3235718,4219938,4763520,3548482
2021-11-07T16:00,2408788,4150401,3388338,4242949,3518470,2562367,3879568,3475199,4428016,3264805,3283622,3838857,2057029,2395273,4404300,3648183,3346109,3094807,3993680,5491439,4217537,4274479,4534332,3692200,3737794,4008995,3286712,4994105,4105524,3065912,5378580,3355680,4151885,4310906,3476850
2021-11-07T16:05,3137822,3000658,4026777,4778159,2979551,4373107,3194703,4045756,3373533,3982628,3593253,4267363,4415438,3549361,2545761,3110906,3884892,3914749,4402627,4473400,4146235,3528229,4177032,3864542,3647898,4411824,3058892,3437114,4019137,4491036,4074527,2430559,3541012,3292830,3844884
2021-11-07T16:10,3864914,4789983,3904425,3475498,3324727,3142576,2951426,5745290,3061188,3204049,3656406,3962438,2361290,2676216,3468430,4301508,2917448,3185299,3735137,4548352,4837681,3551602,2955222,3529363,4214528,3373094,3100985,3472640,4074778,4317659,3255547,3213129,4084655,2682475,3386952
2021-11-07T16:15,3197707,4539006,3153140,3198126,3395297,2200197,4309768,3452514,4301696,3912503,3774672,2703713,1759632,2878389,3106298,3218955,4590407,4067264,2956380,5278778,4109758,2561027,4012013,4131875,2846047,3495549,4548760,3955471,4007390,4336544,3175672,5350143,3200116,2947311,4887196
2021-11-07T16:20,1893017,2809882,3334849,2702494,3158229,2759021,2368354,2908766,4193213,4343738,4100970,4151845,1825107,3499714,3193303,4777018,1923757,4529926,3479437,4493256,4297240,2960486,3730065,3342207,4639637,4318354,2949396,3332586,2832417,3856766,5065263,4748553,4494586,4010620,3420043
2021-11-07T16:25,2689311,4013209,3175464,3161149,4390267,3239275,3016741,3379013,2230466,4143211,4678426,2375734,2477024,4338700,4206470,4303754,4168194,4541777,2683560,3591889,5588817,4508262,3791123,3626241,3821246,5175038,4120086,2614217,2891895,6547844,3263980,3874573,4002021,2887996,2764001
2021-11-07T16:30,2758238,2294771,2599164,3450611,3794962,2815424,2704565,5424812,4627095,4742085,3248668,2990540,3603079,3743628,4023433,3445688,3946592,3805595,3869168,3334453,3362174,3479733,4614965,3848685,3683510,4704001,4056597,3326032,4454356,3054018,4133540,3552368,4307741,2799110,4260156
2021-11-07T16:35,3984758,2999827,3180534,3357496,3785859,3030043,2203857,3228794,4500230,4795226,3710193,4048847,3295254,3454340,3273329,2972853,3634449,2878242,2533330,3102239,4136001,3508136,4383692,3435801,4403182,4622643,3722857,3453963,4161725,3810251,3765629,2253769,2850519,2724821,3096921
2021-11-07T16:40,3015633,4160017,3877173,2994636,2305182,2552139,3459161,3804725,3424789,4108957,2877952,4344923,3351448,3572690,2246373,3513807,2394367,3253939,3873664,2843996,4196597,4683951,4260460,2928880,3049874,3890840,4204486,3838637,3886717,5574717,5208503,2144106,5334303,2539495,3923159
2021-11-07T16:45,4229804,5177054,4181412,4405783,3184937,2816255,3847095,4370973,2515706,4294978,4249066,3807163,3535798,3687785,3422163,2742429,2430658,5419106,4282754,3769919,4012672,2220765,3605437,4061129,2632699,4481761,4536981,3108880,5227585,3653706,3638945,3380857,4307967,3338765,3787995
2021-11-07T16:50,3415733,4211652,4182354,3784015,3068064,4113225,3380449,4497582,4295442,3663006,2557408,4619103,2707413,4015958,3011190,3511506,2995806,3968178,3604456,3041591,4591818,2992168,3225151,4890368,4402068,4035306,2912175,3745012,4017398,5709465,3641349,4332748,3944288,2816638,3517890
2021-11-07T16:55,2389467,3652403,4333256,3764269,4782837,4147070,3079495,3629201,4333980,4484131,3186822,3621250,4035255,3479675,3135929,3788018,3104824,3127053,3631964,4333459,4294225,2991034,3415832,3231160,3659926,4792431,3932955,3693449,4823075,5894223,3586716,4649019,3874777,3242847,5575459
2021-11-07T17:00,3022915,3957593,3908950,3577248,2385633,2950628,3104812,5019797,2066662,4400229,3420801,2344657,4042159,3645989,2142945,3684982,4086175,2748654,3976249,3080553,4841980,3385668,4024985,2553016,3246245,2838467,2704629,4225114,2604541,3162599,2750595,4436249,2545859,3014574,3628111
2021-11-07T17:05,3180882,3952337,5099872,3807217,3084449,2738807,3498003,5151441,4083608,4101465,3529352,2967142,2504126,3946942,3986958,2777804,3763220,3623646,4300351,4760779,4608092,3156188,4828652,6376200,5131217,4498587,4484292,2264982,2845648,3648053,3537310,2421877,4400840,2936994,3906068
2021-11-07T17:10,2441968,5815939,2473297,3710679,2506389,3868902,2515603,5401183,4593618,4498082,4760490,3027499,2964618,3934168,2644653,3643734,3984595,3622599,3143787,4471250,3924384,4622399,3903597,2163161,2777960,4733238,6121136,4209028,4617389,2870727,2121579,3061892,2533710,2738546,3447416
2021-11-07T17:15,2775968,4744849,2753474,3461222,4256133,2601070,3505572,4448350,4099501,4040533,5393936,3860090,2780829,3764612,4162264,3617496,3103483,2366515,3860431,3667259,3385970,3939961,4239420,2963665,2936247,4877894,3466204,3853343,5240768,4849355,4290896,3957775,3658688,3779924,3713450
2021-11-07T17:20,3143639,3051835,3515735,3075366,2318335,3831864,4469005,3712837,2337642,4786722,3134681,2844877,2443792,3943802,2996351,2700468,4194636,2890632,2820812,4657993,4451995,3244218,3244521,3012866,4456488,5934741,3452820,3548279,4315699,3627842,3001906,2858697,4207720,4666486,5251523
2021-11-07T17:25,3867322,3526223,4031057,3156913,5085261,3042739,3435537,3723531,4390708,3356917,3699636,3342726,3432596,4358665,3927102,3773637,3865652,3694592,2742511,4117602,4511956,3398193,4066395,3161059,3300630,4352553,4056019,3332552,4084182,4498504,4507849,3588174,3394839,2322033,3805697
2021-11-07T17:30,4771599,4428333,3700821,3428701,2438555,2585874,3057335,3548493,4915563,3810366,4014793,4875116,3116021,5248744,4745691,3811631,3833520,3372255,2759239,3917763,3273900,4176496,3673876,3997993,4611753,4459643,3395115,3410199,4740683,4801339,3923335,3654669,4681943,3335833,3162185
2021-11-07T17:35,2192236,1975693,4059622,3271797,2764563,3845427,3854798,4142943,4300060,4043382,3615752,3510863,2982354,4416007,2498713,2433243,3572687,3549277,3428889,5075866,3766591,3755887,4835054,3287530,3541678,3632335,4734414,4281543,3435470,4121643,2757792,4120249,4216649,2952214,2675982
2021-11-07T17:40,2036570,4432203,3273847,3465031,3063871,3989859,2864249,4509453,3003958,2814771,4557628,2345483,3438520,3741382,3422139,3787907,3547332,3463048,4205050,4244889,3563702,3526065,3968403,4563029,3231117,4580553,3947775,1965298,4647749,4125522,3168365,4873629,4669354,3620876,4439991
2021-11-07T17:45,3591939,3872841,3395853,2999294,3780053,2959109,3988805,4189632,3289917,4110417,3105460,3700679,3056782,5027110,3848780,3729410,3907278,3880998,3580016,4866369,5049370,3466331,3511648,2659200,3486291,3069741,3966256,2795893,4373593,5016548,4100381,4570812,4113484,2674806,3986058
2021-11-07T17:50,3837845,4473123,4517357,3545312,2838850,3577435,3429327,3184387,3606090,5338105,2739798,4197842,3163882,3078277,3359081,4228896,4437431,4138578,4022129,3868174,3968845,3978711,4673613,2683108,4200601,5296052,3921580,3783115,3061804,3855810,4363347,3833310,4421761,4210987,3314234
2021-11-07T17:55,2553203,5463275,2843767,4676558,2715153,4278990,4361630,3610836,3809749,3477236,3962223,2628024,3128514,3175908,4805881,3141030,4442965,2027065,4381424,3090747,5229869,2685653,3372095,4409516,2504537,4204937,3928272,2491087,3542819,3120167,4586941,3492941,4805196,3078924,2101450
2021-11-07T18:00,4015317,2932347,3657845,2202588,3267329,2510991,3480612,5745743,3031170,3152920,4874387,3083416,3044661,3210156,4451126,3187952,4140680,2521176,3550540,2914052,4108807,2864098,3961777,4325715,2659179,5001774,5435986,2670010,5062429,3886523,5664966,3832131,3380714,3441139,4829783
2021-11-07T18:05,4287194,4454671,4572968,5022156,3952341,3494762,3909311,4144526,2974609,3733728,4745304,3721272,3820421,3900353,3699211,3215489,3824956,3464720,4028539,3685270,5010222,4781270,3129685,3687251,3597393,4042069,5060493,3443697,3696915,5665960,3822949,4041797,3943667,3033855,3547283
2021-11-07T18:10,2646903,4247530,4312104,4614510,4715806,2213007,3678388,3221826,4278498,4282189,3512546,2918590,2783443,3463921,3326601,2664910,5787432,3684154,3536606,3387851,3487734,1719912,5005584,5015961,2562578,4784177,4019471,4019060,2689486,4313457,3600976,3682705,5247018,3064271,3092525
2021-11-07T18:15,3484534,1889205,4449077,2667537,4108941,2873300,3525337,3859724,3166291,3748017,4493695,3282984,4512015,3515462,2376055,1883237,4084613,3156766,3838377,3981374,5341680,3522210,4348349,2844269,5242188,3852786,3550058,3508722,5367781,5346760,4117090,4217565,4908930,2951613,5052678
